Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2022-07-13 22:00:52,2022-07-14 23:03:53,UTC+02:00,55,51,67,33.90,97.20,13.6,2558,168,68,2022-07-13 22:00:52,2022-07-14 06:59:27,83,13.8,492,538,235,109,148,46,597,58,91,89
2022-07-12 22:48:54,2022-07-13 22:00:52,UTC+02:00,63,48,70,33.60,97.20,20.1,3846,180,77,2022-07-12 22:48:54,2022-07-13 06:44:56,75,13.4,437,475,222,90,125,38,582,60,92,93
2022-07-11 22:49:47,2022-07-12 22:48:54,UTC+02:00,57,48,68,33.00,95.93,17.6,2788,180,68,2022-07-11 22:49:47,2022-07-12 06:59:52,80,13.2,442,490,193,94,155,48,555,45,92,91
2022-07-10 22:08:24,2022-07-11 22:49:47,UTC+02:00,64,44,69,34.20,96.35,16.1,2870,174,70,2022-07-10 22:08:24,2022-07-11 06:28:17,85,13.2,447,500,213,95,139,53,528,56,91,86
2022-07-09 23:05:13,2022-07-10 22:08:24,UTC+02:00,80,45,76,33.90,98.40,7.2,1835,128,61,2022-07-09 23:05:13,2022-07-10 06:58:48,76,13.1,421,473,206,79,136,52,553,54,90,90
2022-07-08 22:56:28,2022-07-09 23:05:13,UTC+02:00,48,46,67,33.89,97.76,14.4,2408,182,63,2022-07-08 22:56:28,2022-07-09 07:00:00,82,13.4,442,483,173,97,172,41,542,72,92,87
2022-07-07 22:21:50,2022-07-08 22:56:28,UTC+02:00,88,43,81,34.20,97.56,5.4,1853,124,59,2022-07-07 22:21:50,2022-07-08 06:16:43,76,13.6,412,473,215,64,133,61,542,67,87,94
2022-07-06 22:47:42,2022-07-07 22:21:50,UTC+02:00,61,47,70,34.30,97.74,8.6,1970,158,61,2022-07-06 22:47:42,2022-07-07 06:20:00,71,13.6,395,452,178,87,130,57,553,65,88,93
2022-07-05 22:28:26,2022-07-06 22:47:42,UTC+02:00,52,50,68,34.50,97.76,12.3,2296,153,65,2022-07-05 22:28:26,2022-07-06 06:30:32,72,13.7,432,482,268,71,93,50,598,65,89,93
2022-07-04 22:42:20,2022-07-05 22:28:26,UTC+02:00,56,48,70,34.50,96.88,19.2,3154,177,70,2022-07-04 22:42:20,2022-07-05 06:06:56,72,13.5,402,444,167,80,155,42,558,60,91,91
2022-07-03 22:17:18,2022-07-04 22:42:20,UTC+02:00,84,48,81,34.40,97.71,14.1,2576,155,68,2022-07-03 22:17:18,2022-07-04 06:06:25,74,13.5,427,467,193,63,171,40,580,60,91,91
2022-07-02 22:49:20,2022-07-03 22:17:18,UTC+02:00,85,46,80,33.14,97.83,17.3,2776,184,69,2022-07-02 22:49:20,2022-07-03 06:29:48,74,13.2,412,460,203,97,112,48,554,45,89,87
2022-07-01 22:02:52,2022-07-02 22:49:20,UTC+02:00,95,47,85,34.37,96.70,15.9,2928,180,69,2022-07-01 22:02:52,2022-07-02 06:29:33,85,13.3,459,506,233,73,153,47,537,54,91,89
2022-06-30 21:43:08,2022-07-01 22:02:52,UTC+02:00,56,47,71,34.40,98.19,11.3,2207,153,64,2022-06-30 21:43:08,2022-07-01 06:07:20,82,13.4,439,502,206,82,151,63,538,66,87,88
2022-06-29 22:10:29,2022-06-30 21:43:08,UTC+02:00,52,48,71,34.40,97.40,6.9,1864,137,61,2022-06-29 22:10:29,2022-06-30 05:54:48,78,13.6,433,464,232,80,121,31,556,63,93,86
2022-06-28 22:27:45,2022-06-29 22:10:29,UTC+02:00,47,49,69,34.40,97.05,13.4,2481,165,72,2022-06-28 22:27:45,2022-06-29 06:06:22,73,13.4,422,457,190,71,161,35,575,48,92,80
2022-06-27 20:25:51,2022-06-28 22:27:45,UTC+02:00,55,48,74,34.60,97.92,18.4,3378,184,73,2022-06-27 20:25:51,2022-06-28 05:35:16,84,13.6,483,547,276,98,109,64,579,60,88,75
2022-06-26 21:23:09,2022-06-27 20:25:51,UTC+02:00,61,46,78,34.50,97.29,17.2,2718,177,68,2022-06-26 21:23:09,2022-06-27 06:04:40,80,13.5,459,521,215,88,156,62,577,60,89,78
2022-06-25 21:58:44,2022-06-26 21:23:09,UTC+02:00,83,44,83,34.21,98.64,17.0,2548,182,64,2022-06-25 21:58:44,2022-06-26 06:33:44,80,13.6,437,511,241,65,131,74,545,72,87,80
2022-06-24 22:50:45,2022-06-25 21:58:44,UTC+02:00,68,46,80,34.10,96.92,7.7,1889,147,61,2022-06-24 22:50:45,2022-06-25 06:29:32,69,13.4,407,459,150,89,168,52,590,116,90,70
2022-06-23 21:56:08,2022-06-24 22:50:45,UTC+02:00,55,47,82,34.60,97.29,7.8,2027,151,63,2022-06-23 21:56:08,2022-06-24 02:44:43,50,13.7,272,288,200,20,52,16,543,58,94,93
2022-06-22 22:18:35,2022-06-23 21:56:08,UTC+02:00,75,47,81,34.40,97.93,11.7,2209,166,65,2022-06-22 22:18:35,2022-06-23 06:07:20,75,13.6,433,466,167,87,179,33,575,57,92,90
2022-06-21 21:46:00,2022-06-22 22:18:35,UTC+02:00,74,48,80,34.02,97.29,17.1,2911,176,72,2022-06-21 21:46:00,2022-06-22 06:05:18,81,13.7,466,499,275,70,121,33,573,54,94,91
2022-06-20 21:31:14,2022-06-21 21:46:00,UTC+02:00,91,47,85,34.28,98.05,17.2,2797,185,67,2022-06-20 21:31:14,2022-06-21 05:45:00,82,13.4,463,491,205,85,173,28,567,60,95,86
2022-06-19 21:45:21,2022-06-20 21:31:14,UTC+02:00,92,45,84,34.23,98.52,15.6,2644,173,63,2022-06-19 21:45:21,2022-06-20 05:54:41,80,13.4,445,487,230,73,142,42,555,72,93,85
2022-06-18 22:27:56,2022-06-19 21:45:21,UTC+02:00,94,46,85,34.60,97.69,11.3,2113,163,63,2022-06-18 22:27:56,2022-06-19 06:20:46,76,13.4,434,473,187,98,149,39,574,81,92,89
2022-06-17 23:21:42,2022-06-18 22:27:56,UTC+02:00,82,49,78,33.76,98.59,13.2,2404,171,71,2022-06-17 23:21:42,2022-06-18 06:06:30,65,13.4,366,390,159,89,118,24,564,69,94,87
2022-06-16 22:13:12,2022-06-17 23:21:42,UTC+02:00,80,48,76,34.30,97.45,13.8,2621,156,72,2022-06-16 22:13:12,2022-06-17 06:05:03,77,13.5,424,471,220,97,107,47,550,74,89,90
2022-06-15 22:24:50,2022-06-16 22:13:12,UTC+02:00,49,49,67,34.00,97.40,8.7,1988,141,65,2022-06-15 22:24:50,2022-06-16 05:44:36,68,13.4,400,439,213,77,110,39,587,63,91,86
2022-06-14 23:04:20,2022-06-15 22:24:50,UTC+02:00,67,48,71,34.40,98.69,18.0,2980,174,76,2022-06-14 23:04:20,2022-06-15 06:04:26,73,13.4,395,419,246,47,102,24,543,69,94,80
2022-06-13 22:34:26,2022-06-14 23:04:20,UTC+02:00,80,47,75,33.90,99.33,8.2,2023,161,64,2022-06-13 22:34:26,2022-06-14 05:54:50,77,13.3,419,440,182,70,167,21,542,72,95,77
2022-06-12 22:49:17,2022-06-13 22:34:26,UTC+02:00,60,49,71,34.00,98.70,5.2,1793,133,61,2022-06-12 22:49:17,2022-06-13 06:34:37,76,13.4,419,465,189,78,152,46,549,72,91,74
2022-06-11 23:37:19,2022-06-12 22:49:17,UTC+02:00,81,46,79,33.90,97.57,9.2,2020,157,65,2022-06-11 23:37:19,2022-06-12 06:59:51,69,13.6,406,443,220,73,113,37,588,105,91,66
2022-06-11 01:59:21,2022-06-11 23:37:19,UTC+02:00,49,49,68,34.20,97.21,11.2,2002,154,68,2022-06-11 01:59:21,2022-06-11 08:10:10,55,13.5,336,368,116,67,153,32,606,86,91,47
2022-06-09 23:19:16,2022-06-11 01:59:21,UTC+02:00,52,49,68,33.80,97.53,17.3,3332,165,76,2022-06-09 23:19:16,2022-06-10 06:04:17,63,13.5,371,405,190,69,112,34,586,60,91,83
2022-06-08 22:59:31,2022-06-09 23:19:16,UTC+02:00,50,48,67,34.18,98.16,18.1,3430,175,77,2022-06-08 22:59:31,2022-06-09 06:06:06,74,13.6,385,426,187,80,118,41,521,51,92,76
2022-06-07 22:03:42,2022-06-08 22:59:31,UTC+02:00,77,49,79,34.40,97.95,5.2,1877,141,64,2022-06-07 22:03:42,2022-06-08 05:44:50,83,13.9,445,461,246,62,137,16,533,33,96,78
2022-06-06 21:45:36,2022-06-07 22:03:42,UTC+02:00,75,50,78,34.20,97.68,14.5,2503,199,69,2022-06-06 21:45:36,2022-06-07 06:07:42,89,13.8,462,502,207,108,147,40,520,42,92,70
2022-06-05 22:13:28,2022-06-06 21:45:36,UTC+02:00,94,49,92,34.20,98.11,9.8,2051,138,69,2022-06-05 22:13:28,2022-06-06 05:48:13,86,13.9,409,449,177,76,156,40,476,0,92,68
2022-06-04 21:58:21,2022-06-05 22:13:28,UTC+02:00,61,57,75,34.50,95.50,9.1,2032,150,69,2022-06-04 21:58:21,2022-06-05 09:22:53,100,15.1,596,684,345,123,128,88,578,36,87,62
2022-06-03 23:29:10,2022-06-04 21:58:21,UTC+02:00,74,49,77,34.24,95.48,20.7,5291,183,87,2022-06-03 23:29:10,2022-06-04 08:01:01,88,13.7,467,512,210,110,147,45,529,48,92,67
2022-06-02 21:57:48,2022-06-03 23:29:10,UTC+02:00,86,48,84,33.99,98.48,10.6,2240,145,69,2022-06-02 21:57:48,2022-06-03 06:16:01,84,14.0,469,497,219,95,155,28,556,70,94,69
2022-06-01 22:45:30,2022-06-02 21:57:48,UTC+02:00,90,50,85,33.90,98.21,12.0,2245,147,70,2022-06-01 22:45:30,2022-06-02 06:17:52,70,14.0,427,452,193,86,148,25,607,116,94,63
2022-06-01 02:35:10,2022-06-01 22:45:30,UTC+02:00,41,54,62,35.00,98.55,12.9,2151,161,71,2022-06-01 02:35:10,2022-06-01 08:04:22,50,13.9,299,328,182,48,69,29,594,60,92,45
2022-05-30 22:29:17,2022-06-01 02:35:10,UTC+02:00,80,49,77,34.04,97.66,19.3,3901,178,77,2022-05-30 22:29:17,2022-05-31 06:15:33,80,13.7,421,449,183,91,147,28,525,45,96,80
2022-05-29 21:41:00,2022-05-30 22:29:17,UTC+02:00,82,48,76,34.19,98.59,10.4,2199,157,67,2022-05-29 21:41:00,2022-05-30 06:05:04,85,13.4,445,504,205,116,124,59,521,45,88,64
2022-05-28 23:46:03,2022-05-29 21:41:00,UTC+02:00,92,48,81,34.10,95.81,8.9,1865,147,65,2022-05-28 23:46:03,2022-05-29 08:05:37,85,13.7,453,494,222,77,154,41,530,58,92,63
2022-05-27 22:41:14,2022-05-28 23:46:03,UTC+02:00,39,51,55,34.90,97.00,6.6,1942,141,64,2022-05-27 22:41:14,2022-05-28 06:00:24,75,13.9,413,438,162,84,167,25,547,60,94,90
2022-05-26 21:56:51,2022-05-27 22:41:14,UTC+02:00,72,51,71,34.40,97.59,12.1,2406,147,69,2022-05-26 21:56:51,2022-05-27 05:58:32,80,14.0,434,477,242,70,122,43,545,60,91,95
2022-05-25 22:05:01,2022-05-26 21:56:51,UTC+02:00,59,50,68,33.82,99.19,11.5,2179,175,67,2022-05-25 22:05:01,2022-05-26 06:16:48,74,13.5,435,491,189,108,138,56,585,60,90,94
2022-05-24 22:36:19,2022-05-25 22:05:01,UTC+02:00,92,46,81,33.63,97.05,18.0,3081,176,71,2022-05-24 22:36:19,2022-05-25 06:16:20,74,13.4,422,460,174,90,158,38,567,60,93,90
2022-05-23 22:03:58,2022-05-24 22:36:19,UTC+02:00,86,47,77,34.20,96.11,15.5,2849,162,69,2022-05-23 22:03:58,2022-05-24 06:05:24,80,13.7,432,481,246,71,115,49,539,51,92,92
2022-05-22 21:53:09,2022-05-23 22:03:58,UTC+02:00,56,49,66,34.30,97.05,12.4,2372,173,66,2022-05-22 21:53:09,2022-05-23 06:08:05,83,13.5,467,491,261,92,114,24,562,57,95,89
2022-05-21 22:01:06,2022-05-22 21:53:09,UTC+02:00,44,50,60,34.00,97.71,15.3,2709,172,71,2022-05-21 22:01:06,2022-05-22 06:35:59,81,13.7,481,514,230,91,160,33,594,60,93,88
2022-05-20 22:27:07,2022-05-21 22:01:06,UTC+02:00,81,47,76,34.10,98.38,19.4,3809,163,76,2022-05-20 22:27:07,2022-05-21 06:31:21,80,13.6,433,483,243,76,114,50,543,72,91,86
2022-05-19 22:59:06,2022-05-20 22:27:07,UTC+02:00,49,49,66,34.40,96.45,5.9,1798,160,64,2022-05-19 22:59:06,2022-05-20 06:13:58,69,13.8,392,434,178,70,144,42,568,70,93,81
2022-05-18 22:07:56,2022-05-19 22:59:06,UTC+02:00,71,49,73,33.70,97.53,14.2,2666,162,71,2022-05-18 22:07:56,2022-05-19 05:07:42,70,13.6,388,419,167,78,143,31,554,66,94,90
2022-05-17 21:36:19,2022-05-18 22:07:56,UTC+02:00,83,49,72,33.40,96.78,12.4,2340,162,66,2022-05-17 21:36:19,2022-05-18 06:14:39,78,13.5,473,518,187,101,185,45,607,77,92,88
2022-05-16 21:49:36,2022-05-17 21:36:19,UTC+02:00,88,46,78,33.45,98.40,18.7,3292,180,70,2022-05-16 21:49:36,2022-05-17 06:19:41,67,13.6,464,509,235,78,151,45,688,189,91,86
2022-05-15 23:37:51,2022-05-16 21:49:36,UTC+02:00,59,46,75,34.22,,14.4,2444,170,72,2022-05-15 23:37:51,2022-05-16 06:05:23,19,13.7,101,387,29,3,69,286,528,42,27,69
2022-05-14 21:47:16,2022-05-15 23:37:51,UTC+02:00,87,49,76,33.99,96.83,12.0,2440,153,64,2022-05-14 21:47:16,2022-05-15 06:28:38,86,13.5,476,521,256,97,123,45,555,30,94,84
2022-05-13 21:51:28,2022-05-14 21:47:16,UTC+02:00,91,46,76,33.60,97.33,18.1,3235,165,70,2022-05-13 21:51:28,2022-05-14 05:43:47,90,13.3,429,472,194,99,136,43,478,0,91,82
2022-05-12 20:31:37,2022-05-13 21:51:28,UTC+02:00,85,49,72,34.30,94.73,9.7,2171,154,67,2022-05-12 20:31:37,2022-05-13 06:15:06,100,13.8,511,583,260,95,156,72,503,21,87,81
2022-05-11 20:20:05,2022-05-12 20:31:37,UTC+02:00,26,57,55,34.90,96.24,10.9,2187,156,68,2022-05-11 20:20:05,2022-05-12 05:45:46,93,15.4,508,565,341,76,91,57,547,63,89,66
2022-05-10 21:32:30,2022-05-11 20:20:05,UTC+02:00,49,49,60,34.00,96.27,11.4,2143,155,68,2022-05-10 21:32:30,2022-05-11 05:54:02,79,13.7,470,501,217,92,161,31,593,90,95,67
2022-05-09 22:28:52,2022-05-10 21:32:30,UTC+02:00,38,52,58,34.00,97.37,14.9,2630,164,70,2022-05-09 22:28:52,2022-05-10 06:03:37,70,13.6,432,455,193,105,134,23,616,77,95,67
2022-05-08 22:58:52,2022-05-09 22:28:52,UTC+02:00,56,46,67,34.20,96.97,20.2,3810,185,73,2022-05-08 22:58:52,2022-05-09 06:02:56,67,13.2,398,424,140,85,173,26,590,116,94,55
2022-05-08 03:23:33,2022-05-08 22:58:52,UTC+02:00,48,47,67,34.10,96.71,7.8,1631,146,65,2022-05-08 03:23:33,2022-05-08 08:18:11,50,12.9,281,294,154,50,77,13,563,67,95,34
2022-05-06 23:01:26,2022-05-08 03:23:33,UTC+02:00,48,48,65,34.40,94.95,13.8,2898,162,71,2022-05-06 23:01:26,2022-05-07 06:28:54,71,13.4,409,447,181,87,141,38,577,60,91,81
2022-05-05 21:29:58,2022-05-06 23:01:26,UTC+02:00,60,51,73,34.00,97.02,16.9,3110,162,72,2022-05-05 21:29:58,2022-05-06 05:54:36,80,13.4,466,504,190,112,164,38,581,81,93,87
2022-05-04 22:19:57,2022-05-05 21:29:58,UTC+02:00,54,49,71,33.44,96.82,14.4,2679,154,70,2022-05-04 22:19:57,2022-05-05 05:54:27,73,13.4,428,454,167,96,165,26,588,67,94,92
2022-05-03 22:13:30,2022-05-04 22:19:57,UTC+02:00,88,46,80,33.92,97.20,17.3,3062,180,69,2022-05-03 22:13:30,2022-05-04 05:53:43,71,13.3,413,460,185,100,128,47,584,74,92,87
2022-05-02 22:56:03,2022-05-03 22:13:30,UTC+02:00,65,48,75,33.80,97.83,15.9,2939,176,71,2022-05-02 22:56:03,2022-05-03 05:53:50,68,13.3,388,417,161,109,118,29,573,51,92,84
2022-05-01 21:55:35,2022-05-02 22:56:03,UTC+02:00,80,46,79,34.10,97.42,17.5,3092,178,67,2022-05-01 21:55:35,2022-05-02 06:16:47,83,13.1,479,501,213,66,200,22,579,51,96,84
2022-04-30 22:10:30,2022-05-01 21:55:35,UTC+02:00,86,46,80,34.07,97.65,18.5,3451,173,72,2022-04-30 22:10:30,2022-05-01 06:29:46,83,13.3,473,499,181,100,192,26,572,98,94,82
2022-04-30 00:19:54,2022-04-30 22:10:30,UTC+02:00,75,48,77,33.58,95.94,7.9,1801,151,64,2022-04-30 00:19:54,2022-04-30 06:28:46,58,13.0,359,369,181,72,106,10,620,88,98,69
2022-04-28 22:12:01,2022-04-30 00:19:54,UTC+02:00,75,47,75,34.50,98.31,18.9,3737,168,72,2022-04-28 22:12:01,2022-04-29 04:59:56,62,13.4,358,408,178,83,97,50,574,72,89,94
2022-04-27 22:23:30,2022-04-28 22:12:01,UTC+02:00,85,46,77,33.95,97.24,14.8,2687,161,70,2022-04-27 22:23:30,2022-04-28 06:06:31,76,13.4,423,463,215,81,127,40,558,72,91,95
2022-04-26 22:30:41,2022-04-27 22:23:30,UTC+02:00,92,47,83,33.31,98.18,11.9,2312,153,67,2022-04-26 22:30:41,2022-04-27 06:15:36,69,13.4,412,462,204,78,130,50,594,72,92,95
2022-04-25 22:34:06,2022-04-26 22:30:41,UTC+02:00,60,48,68,34.00,96.84,17.6,2996,181,70,2022-04-25 22:34:06,2022-04-26 06:18:58,69,13.3,409,465,218,78,113,56,597,69,87,92
2022-04-24 22:13:40,2022-04-25 22:34:06,UTC+02:00,74,47,71,33.90,97.90,18.4,3277,188,70,2022-04-24 22:13:40,2022-04-25 06:16:02,77,13.4,427,481,200,86,141,54,555,70,89,88
2022-04-23 23:09:25,2022-04-24 22:13:40,UTC+02:00,68,49,68,34.28,98.35,11.7,2218,148,65,2022-04-23 23:09:25,2022-04-24 06:39:27,70,13.3,426,450,189,94,143,24,605,75,94,93
2022-04-22 22:29:52,2022-04-23 23:09:25,UTC+02:00,77,46,72,34.10,96.85,18.7,3300,172,70,2022-04-22 22:29:52,2022-04-23 06:22:32,75,13.4,418,472,188,72,158,54,559,86,89,90
2022-04-21 23:06:03,2022-04-22 22:29:52,UTC+02:00,66,52,71,34.24,97.58,7.4,1889,149,63,2022-04-21 23:06:03,2022-04-22 06:33:31,63,13.7,395,447,174,79,142,52,623,84,90,90
2022-04-20 23:08:25,2022-04-21 23:06:03,UTC+02:00,62,48,65,34.10,97.89,20.1,3966,183,75,2022-04-20 23:08:25,2022-04-21 06:34:23,72,13.4,408,446,198,74,136,38,570,79,92,83
2022-04-19 22:47:45,2022-04-20 23:08:25,UTC+02:00,39,51,57,33.94,96.53,12.9,2333,161,66,2022-04-19 22:47:45,2022-04-20 05:59:14,66,13.6,392,431,167,107,118,39,590,78,93,85
2022-04-18 21:59:43,2022-04-19 22:47:45,UTC+02:00,27,53,51,33.80,96.64,16.2,3145,171,74,2022-04-18 21:59:43,2022-04-19 05:56:21,74,13.6,438,475,206,101,131,37,594,72,94,84
2022-04-17 22:09:46,2022-04-18 21:59:43,UTC+02:00,51,47,66,34.10,99.07,17.6,3002,164,69,2022-04-17 22:09:46,2022-04-18 06:08:07,76,13.1,442,478,137,155,150,36,584,95,92,81
2022-04-17 00:42:05,2022-04-17 22:09:46,UTC+02:00,46,47,65,34.70,98.41,12.3,2173,148,68,2022-04-17 00:42:05,2022-04-17 06:30:42,59,13.4,313,346,123,75,115,33,535,60,92,72
2022-04-15 22:31:31,2022-04-17 00:42:05,UTC+02:00,47,49,67,34.20,97.05,8.3,2143,155,63,2022-04-15 22:31:31,2022-04-16 06:15:19,74,13.2,429,463,226,99,104,34,577,67,94,94
2022-04-14 22:48:58,2022-04-15 22:31:31,UTC+02:00,87,47,80,34.41,97.33,15.8,2923,167,73,2022-04-14 22:48:58,2022-04-15 06:05:36,71,13.5,399,436,185,110,104,37,561,63,91,91
2022-04-13 22:31:19,2022-04-14 22:48:58,UTC+02:00,89,47,80,33.77,97.41,14.2,2646,170,68,2022-04-13 22:31:19,2022-04-14 06:04:19,79,13.1,428,453,210,63,155,25,544,48,94,92
2022-04-12 21:57:50,2022-04-13 22:31:19,UTC+02:00,72,48,73,34.08,97.19,13.8,2512,194,64,2022-04-12 21:57:50,2022-04-13 06:23:14,84,13.6,478,503,185,123,170,25,572,72,95,87
2022-04-11 22:31:16,2022-04-12 21:57:50,UTC+02:00,70,48,73,33.70,96.20,14.4,2600,174,67,2022-04-11 22:31:16,2022-04-12 05:54:12,69,13.4,392,443,164,91,137,51,572,65,90,90
2022-04-10 22:26:16,2022-04-11 22:31:16,UTC+02:00,82,47,77,34.50,96.89,15.4,2841,168,68,2022-04-10 22:26:16,2022-04-11 05:53:53,72,13.2,421,447,169,109,143,26,589,65,94,91
2022-04-09 22:54:33,2022-04-10 22:26:16,UTC+02:00,53,49,68,34.10,97.14,17.8,3000,172,69,2022-04-09 22:54:33,2022-04-10 06:28:40,72,13.2,421,454,154,101,166,33,584,63,92,91
2022-04-08 22:53:42,2022-04-09 22:54:33,UTC+02:00,72,48,75,34.70,96.34,17.4,3220,186,74,2022-04-08 22:53:42,2022-04-09 06:28:51,73,13.4,412,455,156,79,177,43,561,48,90,86
2022-04-07 21:53:09,2022-04-08 22:53:42,UTC+02:00,57,47,71,34.20,97.52,16.3,3136,167,71,2022-04-07 21:53:09,2022-04-08 06:06:13,84,13.3,456,492,207,115,134,36,542,67,93,91
2022-04-06 22:07:26,2022-04-07 21:53:09,UTC+02:00,50,52,70,34.40,97.31,8.2,1966,146,63,2022-04-06 22:07:26,2022-04-07 06:15:57,71,13.5,432,488,198,92,142,56,608,78,90,89
2022-04-05 22:22:37,2022-04-06 22:07:26,UTC+02:00,46,47,67,34.00,97.07,18.7,3568,194,75,2022-04-05 22:22:37,2022-04-06 05:54:51,74,13.3,420,452,166,90,164,32,564,72,95,88
2022-04-04 22:24:39,2022-04-05 22:22:37,UTC+02:00,80,45,81,33.20,97.05,13.1,2438,161,67,2022-04-04 22:24:39,2022-04-05 06:08:57,76,13.1,439,460,163,114,162,21,581,57,95,83
2022-04-03 21:56:21,2022-04-04 22:24:39,UTC+02:00,80,44,79,34.00,97.14,17.8,3203,172,69,2022-04-03 21:56:21,2022-04-04 06:04:05,81,13.2,438,488,207,95,136,50,540,60,91,70
2022-04-02 23:33:53,2022-04-03 21:56:21,UTC+02:00,69,46,73,34.60,97.81,10.4,2037,142,63,2022-04-02 23:33:53,2022-04-03 07:47:29,80,13.2,458,493,195,82,181,35,569,70,93,69
2022-04-01 22:18:10,2022-04-02 23:33:53,UTC+02:00,88,47,82,33.80,97.18,14.2,2769,166,67,2022-04-01 22:18:10,2022-04-02 06:16:35,70,13.3,411,474,182,91,138,63,589,74,87,92
2022-03-31 22:36:47,2022-04-01 22:18:10,UTC+02:00,77,49,77,33.42,96.88,16.6,2893,158,68,2022-03-31 22:36:47,2022-04-01 05:53:36,68,13.6,402,436,162,97,143,34,594,70,93,90
2022-03-30 22:33:15,2022-03-31 22:36:47,UTC+02:00,70,47,73,33.60,96.17,17.9,3220,176,71,2022-03-30 22:33:15,2022-03-31 06:15:36,70,13.2,429,461,241,94,94,32,609,81,93,80
2022-03-29 23:03:14,2022-03-30 22:33:15,UTC+02:00,51,50,68,34.00,98.54,18.3,3645,162,76,2022-03-29 23:03:14,2022-03-30 05:53:52,65,13.5,373,410,203,72,98,37,573,63,91,71
2022-03-28 22:11:13,2022-03-29 23:03:14,UTC+02:00,29,51,55,34.30,97.67,15.9,3067,161,72,2022-03-28 22:11:13,2022-03-29 06:00:22,73,13.5,438,469,213,98,127,31,602,74,93,56
2022-03-27 22:51:16,2022-03-28 22:11:13,UTC+02:00,52,49,72,34.00,98.21,18.3,3261,174,75,2022-03-27 22:51:16,2022-03-28 05:59:29,68,13.2,392,428,194,71,127,36,581,60,92,68
2022-03-27 00:01:43,2022-03-27 21:51:16,UTC+01:00,51,47,70,33.90,98.53,17.4,2651,180,71,2022-03-27 00:01:43,2022-03-27 07:45:50,80,13.4,426,464,189,94,143,38,530,60,94,76
2022-03-25 23:47:05,2022-03-27 00:01:43,UTC+01:00,78,47,81,33.80,98.55,5.0,1787,127,62,2022-03-25 23:47:05,2022-03-26 07:59:53,80,13.3,448,492,196,109,143,44,562,77,91,66
2022-03-24 23:06:41,2022-03-25 23:47:05,UTC+01:00,63,48,77,34.10,97.71,11.6,2300,157,65,2022-03-24 23:06:41,2022-03-25 06:05:03,67,13.2,370,418,174,64,132,48,554,58,89,89
2022-03-23 22:17:19,2022-03-24 23:06:41,UTC+01:00,88,45,85,34.30,96.28,13.8,2629,151,68,2022-03-23 22:17:19,2022-03-24 06:06:58,75,13.1,457,467,256,101,100,10,607,84,98,89
2022-03-22 22:55:11,2022-03-23 22:17:19,UTC+01:00,87,46,86,34.12,97.83,17.6,3425,168,74,2022-03-22 22:55:11,2022-03-23 05:44:34,64,13.1,381,407,164,55,162,26,592,58,96,86
2022-03-21 22:22:51,2022-03-22 22:55:11,UTC+01:00,66,46,77,34.80,97.72,19.3,3917,184,76,2022-03-21 22:22:51,2022-03-22 05:54:30,75,13.5,418,451,173,93,152,33,561,57,93,87
2022-03-20 21:28:16,2022-03-21 22:22:51,UTC+01:00,65,46,78,34.03,98.36,15.1,2623,181,66,2022-03-20 21:28:16,2022-03-21 06:04:27,81,13.5,478,516,182,74,222,38,592,77,93,82
2022-03-19 23:18:26,2022-03-20 21:28:16,UTC+01:00,42,50,68,34.49,97.82,16.7,2708,174,70,2022-03-19 23:18:26,2022-03-20 06:32:15,67,13.5,395,433,162,127,106,38,590,49,91,85
2022-03-18 22:37:28,2022-03-19 23:18:26,UTC+01:00,53,47,75,34.00,97.53,20.5,4351,165,79,2022-03-18 22:37:28,2022-03-19 06:29:47,79,13.2,431,472,166,109,156,41,545,49,91,87
2022-03-17 21:56:15,2022-03-18 22:37:28,UTC+01:00,62,46,79,34.00,98.76,13.7,2501,163,66,2022-03-17 21:56:15,2022-03-18 05:59:15,79,13.2,421,483,187,99,135,62,533,53,87,86
2022-03-16 22:15:42,2022-03-17 21:56:15,UTC+01:00,70,46,81,34.10,98.14,10.1,2106,150,64,2022-03-16 22:15:42,2022-03-17 05:59:52,77,13.4,424,458,215,89,120,34,552,72,92,82
2022-03-15 23:16:46,2022-03-16 22:15:42,UTC+01:00,74,49,84,33.80,96.94,10.3,2037,158,68,2022-03-15 23:16:46,2022-03-16 06:32:35,69,14.1,376,435,241,39,96,59,548,9,86,71
2022-03-14 21:17:44,2022-03-15 23:16:46,UTC+01:00,84,45,82,33.80,97.71,20.2,4229,174,74,2022-03-14 21:17:44,2022-03-15 05:56:00,97,13.4,482,516,174,106,202,34,497,12,93,84
2022-03-13 20:36:35,2022-03-14 21:17:44,UTC+01:00,81,46,81,33.90,98.60,11.6,2317,160,65,2022-03-13 20:36:35,2022-03-14 05:59:39,96,13.7,499,558,190,105,204,59,518,48,91,74
2022-03-12 22:11:11,2022-03-13 20:36:35,UTC+01:00,79,49,81,33.70,98.04,5.3,1685,126,61,2022-03-12 22:11:11,2022-03-13 06:59:08,84,13.3,488,527,179,113,196,39,583,42,94,86
