Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2021-11-06 23:25:25,2021-11-07 22:06:03,UTC+01:00,83,45,81,,,13.1,2309,182,64,2021-11-06 23:25:25,2021-11-07 07:46:31,82,13.8,429,494,147,95,187,65,524,51,87,76
2021-11-05 22:42:55,2021-11-06 23:25:25,UTC+01:00,54,48,74,,,6.6,1957,135,60,2021-11-05 22:42:55,2021-11-06 07:31:32,83,13.4,487,527,192,103,192,40,586,67,92,74
2021-11-04 22:55:35,2021-11-05 22:42:55,UTC+01:00,58,47,77,,,16.9,3014,178,71,2021-11-04 22:55:35,2021-11-05 06:02:13,71,13.8,376,426,243,30,103,50,530,42,90,82
2021-11-03 21:28:32,2021-11-04 22:55:35,UTC+01:00,62,48,78,,,12.0,2438,162,66,2021-11-03 21:28:32,2021-11-04 06:00:20,86,13.6,484,511,204,105,175,27,565,39,94,90
2021-11-02 21:49:02,2021-11-03 21:28:32,UTC+01:00,82,46,83,,,17.9,3275,180,70,2021-11-02 21:49:02,2021-11-03 05:45:17,83,13.5,446,476,199,73,174,30,539,36,94,91
2021-11-01 21:36:58,2021-11-02 21:49:02,UTC+01:00,52,49,74,,,14.8,2755,192,67,2021-11-01 21:36:58,2021-11-02 06:06:28,88,13.6,469,508,201,100,168,39,535,18,92,87
2021-10-31 23:01:23,2021-11-01 22:36:58,UTC+02:00,71,47,82,,,16.8,2838,177,69,2021-10-31 23:01:23,2021-11-01 07:16:56,94,13.7,478,494,235,109,134,16,508,33,96,80
2021-10-30 23:34:34,2021-10-31 23:01:23,UTC+02:00,80,47,84,,,8.2,1952,152,59,2021-10-30 23:34:34,2021-10-31 07:59:38,89,13.6,473,505,217,74,182,32,531,51,93,69
2021-10-29 22:50:52,2021-10-30 23:34:34,UTC+02:00,83,47,85,,,9.9,2163,166,63,2021-10-29 22:50:52,2021-10-30 06:59:47,83,13.6,451,489,197,84,170,38,547,63,92,80
2021-10-28 22:13:48,2021-10-29 22:50:52,UTC+02:00,76,46,82,,,11.1,2297,158,66,2021-10-28 22:13:48,2021-10-29 06:08:21,79,13.5,437,474,213,65,159,37,554,58,92,92
2021-10-27 22:11:59,2021-10-28 22:13:48,UTC+02:00,92,46,88,,,13.5,2409,183,64,2021-10-27 22:11:59,2021-10-28 06:02:51,75,13.4,436,467,196,94,146,31,578,54,93,87
2021-10-26 21:31:25,2021-10-27 22:11:59,UTC+02:00,68,49,80,,,17.7,3335,171,72,2021-10-26 21:31:25,2021-10-27 06:02:59,82,14.2,458,511,228,58,172,53,556,58,91,78
2021-10-25 22:21:53,2021-10-26 21:31:25,UTC+02:00,85,46,82,,,14.0,2581,170,69,2021-10-25 22:21:53,2021-10-26 06:03:23,75,13.5,415,457,223,65,127,42,555,63,91,82
2021-10-24 23:13:51,2021-10-25 22:21:53,UTC+02:00,88,45,83,,,12.9,2099,195,59,2021-10-24 23:13:51,2021-10-25 06:10:33,73,13.5,370,416,201,65,104,46,508,27,91,77
2021-10-23 22:08:22,2021-10-24 23:13:51,UTC+02:00,47,52,74,,,10.3,2161,180,63,2021-10-23 22:08:22,2021-10-24 07:47:10,91,14.0,549,573,277,111,161,24,601,58,95,77
2021-10-22 23:11:22,2021-10-23 22:08:22,UTC+02:00,71,47,80,,,20.6,4591,170,81,2021-10-22 23:11:22,2021-10-23 06:59:37,75,13.5,418,468,178,88,152,50,556,53,89,82
2021-10-21 22:26:07,2021-10-22 23:11:22,UTC+02:00,64,46,76,,,14.6,2592,184,65,2021-10-21 22:26:07,2021-10-22 06:00:30,77,13.6,420,453,198,83,139,33,544,58,93,89
2021-10-20 22:22:50,2021-10-21 22:26:07,UTC+02:00,52,47,74,,,11.6,2301,150,67,2021-10-20 22:22:50,2021-10-21 05:49:10,75,13.6,403,436,174,78,151,33,536,60,92,85
2021-10-19 23:20:52,2021-10-20 22:22:50,UTC+02:00,64,46,78,,,7.9,1910,148,61,2021-10-19 23:20:52,2021-10-20 06:47:45,74,13.5,410,447,164,92,154,37,551,51,92,81
2021-10-18 22:23:53,2021-10-19 23:20:52,UTC+02:00,70,46,79,,,14.2,2760,159,68,2021-10-18 22:23:53,2021-10-19 06:02:27,78,13.3,422,459,216,52,154,37,545,49,92,81
2021-10-17 22:25:25,2021-10-18 22:23:53,UTC+02:00,78,46,81,,,13.6,2524,169,65,2021-10-17 22:25:25,2021-10-18 06:02:12,79,13.5,427,456,220,59,148,29,543,44,93,85
2021-10-16 23:29:29,2021-10-17 22:25:25,UTC+02:00,62,47,75,,,14.0,2370,197,65,2021-10-16 23:29:29,2021-10-17 07:22:44,81,13.5,425,472,160,103,162,47,526,9,90,77
2021-10-15 22:30:15,2021-10-16 23:29:29,UTC+02:00,92,47,87,,,16.7,3172,176,68,2021-10-15 22:30:15,2021-10-16 07:22:53,97,13.5,495,530,224,98,173,35,509,18,93,81
2021-10-14 21:30:14,2021-10-15 22:30:15,UTC+02:00,66,47,80,,,12.8,2499,155,65,2021-10-14 21:30:14,2021-10-15 06:18:33,94,13.7,474,527,239,120,115,53,504,30,90,84
2021-10-13 21:43:05,2021-10-14 21:30:14,UTC+02:00,61,50,80,,,7.1,1882,173,59,2021-10-13 21:43:05,2021-10-14 07:11:26,90,13.6,524,567,294,91,139,43,584,60,92,84
2021-10-12 21:58:49,2021-10-13 21:43:05,UTC+02:00,54,47,77,,,17.6,2974,190,69,2021-10-12 21:58:49,2021-10-13 06:10:19,80,13.5,458,480,210,113,135,22,570,57,95,89
2021-10-11 22:04:52,2021-10-12 21:58:49,UTC+02:00,59,45,79,,,16.2,2655,183,67,2021-10-11 22:04:52,2021-10-12 06:16:36,81,13.4,456,490,214,106,136,34,565,57,92,84
2021-10-10 21:59:47,2021-10-11 22:04:52,UTC+02:00,81,44,87,,,15.5,2809,198,68,2021-10-10 21:59:47,2021-10-11 06:09:00,81,13.4,435,488,149,102,184,53,538,63,90,80
2021-10-09 23:02:56,2021-10-10 21:59:47,UTC+02:00,95,43,94,,,8.0,1915,145,60,2021-10-09 23:02:56,2021-10-10 07:03:08,79,13.2,436,479,153,95,188,43,549,67,93,90
2021-10-08 23:14:52,2021-10-09 23:02:56,UTC+02:00,85,44,87,,,10.5,2170,155,62,2021-10-08 23:14:52,2021-10-09 07:01:52,71,13.3,417,462,126,86,205,45,583,72,91,85
2021-10-07 23:12:09,2021-10-08 23:14:52,UTC+02:00,70,46,82,,,15.9,2885,184,70,2021-10-07 23:12:09,2021-10-08 06:10:30,69,13.5,398,418,187,76,135,20,580,56,96,89
2021-10-06 22:53:00,2021-10-07 23:12:09,UTC+02:00,78,47,84,,,17.7,3577,165,76,2021-10-06 22:53:00,2021-10-07 06:13:03,76,13.4,413,437,159,86,168,24,544,60,96,86
2021-10-05 21:51:34,2021-10-06 22:53:00,UTC+02:00,77,49,82,,,11.0,2299,141,64,2021-10-05 21:51:34,2021-10-06 06:10:37,80,13.3,481,498,252,87,142,17,601,79,96,81
2021-10-04 23:14:02,2021-10-05 21:51:34,UTC+02:00,52,48,77,,,17.4,2976,190,72,2021-10-04 23:14:02,2021-10-05 06:00:29,66,13.4,372,405,153,90,129,33,562,42,94,83
2021-10-03 21:59:09,2021-10-04 23:14:02,UTC+02:00,72,47,83,,,17.2,3139,189,69,2021-10-03 21:59:09,2021-10-04 06:16:53,86,13.6,462,497,194,100,168,35,536,53,92,77
2021-10-02 23:11:33,2021-10-03 21:59:09,UTC+02:00,47,48,74,,,10.7,2041,188,63,2021-10-02 23:11:33,2021-10-03 07:32:36,77,13.5,453,501,188,109,156,48,592,65,91,73
2021-10-01 22:49:28,2021-10-02 23:11:33,UTC+02:00,50,50,78,,,18.1,2954,183,69,2021-10-01 22:49:28,2021-10-02 06:25:00,72,13.7,404,455,173,101,130,51,562,24,89,79
2021-09-30 21:40:00,2021-10-01 22:49:28,UTC+02:00,69,47,85,,,19.8,3557,188,71,2021-09-30 21:40:00,2021-10-01 06:36:19,92,13.7,494,536,246,81,167,42,536,51,92,76
2021-09-29 21:23:38,2021-09-30 21:40:00,UTC+02:00,61,48,83,,,11.3,2174,175,64,2021-09-29 21:23:38,2021-09-30 06:10:45,78,13.6,497,522,239,105,153,25,641,131,95,67
2021-09-29 01:24:02,2021-09-29 21:23:38,UTC+02:00,32,49,71,,,15.7,2351,191,72,2021-09-29 01:24:02,2021-09-29 06:15:44,44,13.7,254,291,86,70,98,37,571,53,91,61
2021-09-27 22:40:30,2021-09-29 01:24:02,UTC+02:00,70,44,85,,,16.8,2894,189,67,2021-09-27 22:40:30,2021-09-28 06:00:13,77,13.6,395,439,203,80,112,44,511,27,90,89
2021-09-26 22:32:32,2021-09-27 22:40:30,UTC+02:00,80,45,86,,,11.0,2170,193,62,2021-09-26 22:32:32,2021-09-27 07:15:53,91,13.5,486,522,207,85,194,36,534,46,93,86
2021-09-25 22:47:44,2021-09-26 22:32:32,UTC+02:00,84,45,87,,,11.9,2288,160,65,2021-09-25 22:47:44,2021-09-26 06:31:15,80,13.4,424,456,255,56,113,32,531,36,93,78
2021-09-24 21:56:18,2021-09-25 22:47:44,UTC+02:00,68,48,81,,,13.4,2578,169,67,2021-09-24 21:56:18,2021-09-25 07:12:36,88,13.8,487,555,199,107,181,68,550,33,88,84
2021-09-23 21:57:58,2021-09-24 21:56:18,UTC+02:00,89,45,90,,,16.8,2936,193,69,2021-09-23 21:57:58,2021-09-24 06:09:00,89,13.9,451,489,260,83,108,38,508,27,92,87
2021-09-22 21:20:53,2021-09-23 21:57:58,UTC+02:00,73,48,83,,,10.2,2204,135,64,2021-09-22 21:20:53,2021-09-23 06:34:00,91,13.8,484,553,219,119,146,69,532,6,87,83
2021-09-21 20:37:00,2021-09-22 21:20:53,UTC+02:00,54,47,71,,,18.0,3441,195,71,2021-09-21 20:37:00,2021-09-22 06:33:05,98,13.6,535,596,231,109,195,61,545,48,91,69
2021-09-20 21:42:18,2021-09-21 20:37:00,UTC+02:00,47,47,74,,,13.7,2492,170,67,2021-09-20 21:42:18,2021-09-21 06:09:58,84,13.4,453,499,219,82,152,46,543,33,90,69
2021-09-19 21:56:49,2021-09-20 21:42:18,UTC+02:00,52,45,76,,,15.7,2750,170,69,2021-09-19 21:56:49,2021-09-20 06:00:23,89,13.2,454,483,253,71,130,29,512,36,95,73
2021-09-18 23:17:01,2021-09-19 21:56:49,UTC+02:00,47,45,74,,,8.3,1922,153,60,2021-09-18 23:17:01,2021-09-19 08:05:33,88,13.3,486,528,151,116,219,42,550,57,92,82
2021-09-17 23:33:55,2021-09-18 23:17:01,UTC+02:00,46,45,74,,,13.0,2474,151,66,2021-09-17 23:33:55,2021-09-18 07:52:28,81,13.6,449,498,183,94,172,49,552,74,92,73
2021-09-16 23:27:04,2021-09-17 23:33:55,UTC+02:00,68,46,86,,,8.8,2066,142,62,2021-09-16 23:27:04,2021-09-17 06:45:49,68,13.4,402,438,136,119,147,36,589,53,91,76
2021-09-15 22:25:49,2021-09-16 23:27:04,UTC+02:00,65,45,85,,,19.3,3241,182,69,2021-09-15 22:25:49,2021-09-16 06:31:20,77,13.5,440,484,221,79,140,44,570,58,93,84
2021-09-14 21:59:00,2021-09-15 22:25:49,UTC+02:00,92,44,95,,,16.0,2812,180,68,2021-09-14 21:59:00,2021-09-15 05:48:49,75,13.5,422,469,183,48,191,47,560,48,91,86
2021-09-13 21:24:01,2021-09-14 21:59:00,UTC+02:00,76,44,86,,,16.0,3070,174,69,2021-09-13 21:24:01,2021-09-14 06:00:21,84,13.6,467,515,234,76,157,48,556,67,93,80
2021-09-12 22:35:39,2021-09-13 21:24:01,UTC+02:00,75,45,86,,,12.2,2267,156,62,2021-09-12 22:35:39,2021-09-13 05:45:17,71,13.7,389,429,166,83,140,40,544,48,90,81
2021-09-11 21:26:46,2021-09-12 22:35:39,UTC+02:00,60,51,82,,,13.6,2558,191,67,2021-09-11 21:26:46,2021-09-12 07:07:38,84,13.9,518,579,192,122,204,61,614,72,89,79
2021-09-10 23:22:41,2021-09-11 21:26:46,UTC+02:00,78,47,89,,,20.4,4116,166,81,2021-09-10 23:22:41,2021-09-11 06:13:40,69,13.8,365,400,180,63,122,35,528,49,91,80
2021-09-09 21:44:46,2021-09-10 23:22:41,UTC+02:00,50,51,79,,,9.6,2216,160,65,2021-09-09 21:44:46,2021-09-10 06:12:01,79,13.9,455,507,197,97,161,52,575,49,89,84
2021-09-08 22:19:51,2021-09-09 21:44:46,UTC+02:00,48,50,78,,,17.9,3102,182,71,2021-09-08 22:19:51,2021-09-09 07:03:43,79,13.8,466,522,220,80,166,56,587,51,91,84
2021-09-07 21:48:54,2021-09-08 22:19:51,UTC+02:00,57,49,85,,,19.4,3718,188,74,2021-09-07 21:48:54,2021-09-08 06:15:58,83,13.7,463,506,195,108,160,43,560,63,92,82
2021-09-06 22:49:12,2021-09-07 21:48:54,UTC+02:00,67,49,92,,,13.7,2500,160,70,2021-09-06 22:49:12,2021-09-07 06:15:44,73,13.4,433,446,212,77,144,13,596,67,97,88
2021-09-05 23:00:11,2021-09-06 22:49:12,UTC+02:00,65,47,91,,,18.3,3325,195,73,2021-09-05 23:00:11,2021-09-06 06:16:12,71,13.6,391,436,221,51,119,45,550,42,89,83
2021-09-04 23:18:31,2021-09-05 23:00:11,UTC+02:00,59,47,87,,,15.4,2979,164,71,2021-09-04 23:18:31,2021-09-05 07:16:25,82,13.5,443,475,206,95,142,32,541,42,93,76
2021-09-03 22:26:14,2021-09-04 23:18:31,UTC+02:00,88,46,97,,,14.1,2598,181,66,2021-09-03 22:26:14,2021-09-04 06:31:05,82,13.4,444,484,157,109,178,40,539,45,92,85
2021-09-02 22:11:43,2021-09-03 22:26:14,UTC+02:00,89,46,96,,,13.2,2492,173,68,2021-09-02 22:11:43,2021-09-03 06:00:00,85,13.5,422,468,212,104,106,46,494,9,90,85
2021-09-01 20:58:53,2021-09-02 22:11:43,UTC+02:00,93,47,97,,,11.5,2315,182,63,2021-09-01 20:58:53,2021-09-02 07:00:23,97,13.6,552,600,263,104,185,48,571,36,91,79
2021-08-31 21:51:51,2021-09-01 20:58:53,UTC+02:00,80,46,92,,,19.3,3337,186,71,2021-08-31 21:51:51,2021-09-01 06:44:18,88,13.7,494,532,235,121,138,38,561,48,93,83
2021-08-30 21:51:16,2021-08-31 21:51:51,UTC+02:00,87,44,94,,,16.2,3143,176,69,2021-08-30 21:51:16,2021-08-31 06:24:00,84,13.3,469,511,239,83,147,42,558,51,93,72
2021-08-29 22:23:44,2021-08-30 21:51:16,UTC+02:00,62,45,87,,,15.2,2892,156,71,2021-08-29 22:23:44,2021-08-30 06:02:42,83,13.8,410,449,169,78,163,39,494,6,94,80
2021-08-28 22:04:45,2021-08-29 22:23:44,UTC+02:00,74,43,92,,,12.1,2310,176,64,2021-08-28 22:04:45,2021-08-29 07:44:03,98,13.8,516,578,307,51,158,62,529,58,89,69
2021-08-28 00:47:00,2021-08-28 22:04:45,UTC+02:00,61,46,86,,,4.1,1557,134,59,2021-08-28 00:47:00,2021-08-28 08:12:06,75,13.8,425,444,196,72,157,19,569,89,96,72
2021-08-26 23:56:27,2021-08-28 00:47:00,UTC+02:00,73,47,96,,,9.8,2187,155,70,2021-08-26 23:56:27,2021-08-27 06:47:15,62,13.5,354,409,134,94,126,55,567,39,88,84
2021-08-25 22:41:28,2021-08-26 23:56:27,UTC+02:00,80,47,97,,,18.3,2909,188,67,2021-08-25 22:41:28,2021-08-26 07:26:42,87,13.7,488,524,195,112,181,36,560,58,93,79
2021-08-24 23:22:51,2021-08-25 22:41:28,UTC+02:00,81,48,92,,,14.4,2596,165,69,2021-08-24 23:22:51,2021-08-25 07:40:15,75,13.8,443,497,132,118,193,54,592,72,91,76
2021-08-23 23:25:39,2021-08-24 23:22:51,UTC+02:00,85,47,95,,,17.0,3471,170,75,2021-08-23 23:25:39,2021-08-24 07:00:00,69,13.4,417,454,172,76,169,37,605,93,91,64
2021-08-23 01:13:58,2021-08-23 23:25:39,UTC+02:00,82,44,94,,,15.9,2483,197,68,2021-08-23 01:13:58,2021-08-23 07:00:41,60,13.6,315,339,156,65,94,24,521,49,92,62
2021-08-22 01:14:19,2021-08-23 01:13:58,UTC+02:00,88,46,95,,,5.2,1815,137,59,2021-08-22 01:14:19,2021-08-22 08:00:15,79,13.9,372,405,206,77,89,33,473,0,91,48
2021-08-20 22:54:19,2021-08-22 01:14:19,UTC+02:00,43,56,67,,,6.5,2063,142,64,2021-08-20 22:54:19,2021-08-21 07:53:49,100,16.9,486,533,285,58,143,47,292,0,91,39
2021-08-19 21:20:00,2021-08-20 22:54:19,UTC+02:00,1,78,38,,,6.2,1965,138,75,2021-08-19 21:20:00,2021-08-20 09:00:00,100,18.1,591,700,519,51,21,109,554,36,84,58
2021-08-18 21:33:11,2021-08-19 21:20:00,UTC+02:00,55,47,78,,,16.8,3038,170,71,2021-08-18 21:33:11,2021-08-19 06:19:53,88,13.7,486,518,177,101,208,32,554,74,93,75
2021-08-17 23:40:46,2021-08-18 21:33:11,UTC+02:00,62,45,83,,,9.7,1959,154,65,2021-08-17 23:40:46,2021-08-18 06:17:21,68,13.4,375,394,112,95,168,19,548,66,95,86
2021-08-16 22:55:01,2021-08-17 23:40:46,UTC+02:00,78,45,85,,,10.6,2251,157,62,2021-08-16 22:55:01,2021-08-17 06:38:09,78,13.6,432,463,207,68,157,31,552,67,93,88
2021-08-15 22:45:06,2021-08-16 22:55:01,UTC+02:00,59,46,82,,,11.0,2232,162,62,2021-08-15 22:45:06,2021-08-16 06:00:23,71,13.7,391,434,170,62,159,43,548,53,92,87
2021-08-14 23:34:52,2021-08-15 22:45:06,UTC+02:00,56,45,80,,,13.2,2267,197,63,2021-08-14 23:34:52,2021-08-15 06:59:54,77,13.3,420,444,163,82,175,24,548,66,94,86
2021-08-13 23:09:33,2021-08-14 23:34:52,UTC+02:00,62,46,83,,,10.5,2093,189,59,2021-08-13 23:09:33,2021-08-14 07:11:17,78,13.4,433,480,203,81,149,47,552,72,90,87
2021-08-12 22:58:42,2021-08-13 23:09:33,UTC+02:00,67,46,86,,,9.6,2122,142,63,2021-08-12 22:58:42,2021-08-13 06:00:14,69,13.6,392,421,164,77,151,29,568,57,93,87
2021-08-11 23:02:02,2021-08-12 22:58:42,UTC+02:00,81,45,87,,,15.8,2570,185,63,2021-08-11 23:02:02,2021-08-12 06:59:12,81,13.7,439,476,186,88,165,37,542,63,92,84
2021-08-10 22:35:10,2021-08-11 23:02:02,UTC+02:00,78,45,85,,,9.5,2136,154,59,2021-08-10 22:35:10,2021-08-11 06:00:21,73,13.6,403,444,208,69,126,41,550,58,91,84
2021-08-09 22:49:36,2021-08-10 22:35:10,UTC+02:00,56,48,80,,,12.6,2354,168,64,2021-08-09 22:49:36,2021-08-10 07:07:23,75,13.6,438,495,145,114,179,57,582,39,90,82
2021-08-08 21:48:08,2021-08-09 22:49:36,UTC+02:00,92,43,92,,,20.5,3719,181,66,2021-08-08 21:48:08,2021-08-09 06:00:21,87,13.3,454,491,148,118,188,37,523,15,92,70
2021-08-07 22:59:51,2021-08-08 21:48:08,UTC+02:00,82,45,85,,,15.5,2552,188,63,2021-08-07 22:59:51,2021-08-08 07:54:09,95,13.7,500,534,201,97,202,34,528,57,93,79
2021-08-06 23:23:08,2021-08-07 22:59:51,UTC+02:00,55,46,80,,,4.6,1758,124,55,2021-08-06 23:23:08,2021-08-07 07:11:06,81,13.5,438,466,184,106,148,28,542,65,93,77
2021-08-05 22:47:13,2021-08-06 23:23:08,UTC+02:00,62,46,82,,,8.3,2061,144,61,2021-08-05 22:47:13,2021-08-06 06:00:13,72,13.4,408,433,135,85,188,25,565,65,94,92
2021-08-04 22:27:10,2021-08-05 22:47:13,UTC+02:00,50,47,76,,,14.2,2548,162,65,2021-08-04 22:27:10,2021-08-05 06:09:18,72,13.4,416,457,134,107,175,41,577,66,91,88
2021-08-03 22:17:06,2021-08-04 22:27:10,UTC+02:00,73,45,88,,,15.8,2686,174,65,2021-08-03 22:17:06,2021-08-04 06:09:33,78,13.5,429,462,147,102,180,33,549,58,92,79
2021-08-02 22:24:35,2021-08-03 22:17:06,UTC+02:00,75,44,86,,,12.6,2394,173,62,2021-08-02 22:24:35,2021-08-03 06:01:03,75,13.2,425,455,145,101,179,30,568,58,93,74
2021-08-01 23:09:23,2021-08-02 22:24:35,UTC+02:00,74,45,85,,,15.6,2434,187,64,2021-08-01 23:09:23,2021-08-02 06:08:51,75,13.8,388,414,154,74,160,26,517,42,93,80
2021-07-31 23:23:54,2021-08-01 23:09:23,UTC+02:00,75,46,83,,,7.7,1965,148,57,2021-07-31 23:23:54,2021-08-01 08:05:00,86,13.6,475,521,192,110,173,46,554,48,91,77
2021-07-30 23:38:07,2021-07-31 23:23:54,UTC+02:00,80,45,86,,,15.2,2513,174,64,2021-07-30 23:38:07,2021-07-31 08:00:24,84,13.5,446,501,224,74,148,55,532,58,90,65
2021-07-29 22:17:42,2021-07-30 23:38:07,UTC+02:00,93,45,96,,,7.0,2037,142,57,2021-07-29 22:17:42,2021-07-30 06:04:09,75,13.2,424,465,177,83,164,41,565,82,91,94
2021-07-28 22:36:05,2021-07-29 22:17:42,UTC+02:00,49,49,71,,,10.8,2199,147,65,2021-07-28 22:36:05,2021-07-29 06:00:18,65,14.1,393,443,194,71,128,50,608,65,89,88
2021-07-27 22:18:49,2021-07-28 22:36:05,UTC+02:00,67,47,76,,,20.5,3696,184,69,2021-07-27 22:18:49,2021-07-28 06:00:18,72,13.5,406,460,236,71,99,54,567,56,91,78
2021-07-26 22:25:45,2021-07-27 22:18:49,UTC+02:00,82,45,82,,,15.8,2664,174,64,2021-07-26 22:25:45,2021-07-27 06:00:53,76,13.4,419,454,218,58,143,35,550,67,92,67
2021-07-25 22:52:21,2021-07-26 22:25:45,UTC+02:00,62,46,73,,,10.5,2118,172,62,2021-07-25 22:52:21,2021-07-26 06:00:19,71,13.7,384,427,184,81,119,43,542,46,90,88
2021-07-25 00:03:23,2021-07-25 22:52:21,UTC+02:00,52,47,68,,,13.4,2457,155,66,2021-07-25 00:03:23,2021-07-25 07:50:56,80,13.9,413,466,175,83,155,53,516,42,90,88
2021-07-23 23:27:23,2021-07-25 00:03:23,UTC+02:00,33,56,60,,,7.1,1979,140,68,2021-07-23 23:27:23,2021-07-24 08:02:25,82,14.0,450,512,192,121,137,62,550,30,88,91
2021-07-22 23:05:07,2021-07-23 23:27:23,UTC+02:00,56,47,75,,,17.1,3485,163,74,2021-07-22 23:05:07,2021-07-23 07:59:47,90,13.8,456,532,219,95,142,76,505,6,85,94
2021-07-21 23:07:12,2021-07-22 23:05:07,UTC+02:00,49,48,71,,,14.0,2494,174,67,2021-07-21 23:07:12,2021-07-22 08:12:40,98,13.8,497,542,252,97,148,45,505,27,91,90
2021-07-20 23:03:54,2021-07-21 23:07:12,UTC+02:00,60,47,78,,,8.9,2054,147,62,2021-07-20 23:03:54,2021-07-21 08:24:05,91,13.4,527,558,262,86,179,31,578,51,94,86
2021-07-19 23:05:58,2021-07-20 23:03:54,UTC+02:00,55,46,77,,,18.0,3278,191,69,2021-07-19 23:05:58,2021-07-20 07:03:30,83,13.8,439,477,202,95,142,38,530,21,92,88
2021-07-18 23:14:34,2021-07-19 23:05:58,UTC+02:00,80,45,89,,,15.6,2634,187,66,2021-07-18 23:14:34,2021-07-19 07:55:13,93,13.6,491,519,174,114,203,28,530,54,94,86
2021-07-17 23:42:07,2021-07-18 23:14:34,UTC+02:00,93,46,95,,,8.2,1967,142,64,2021-07-17 23:42:07,2021-07-18 07:54:08,82,13.7,451,489,179,107,165,38,549,60,92,79
2021-07-16 23:40:17,2021-07-17 23:42:07,UTC+02:00,87,49,95,,,11.9,2292,155,69,2021-07-16 23:40:17,2021-07-17 07:14:21,74,14.4,423,451,234,66,123,28,575,98,94,78
2021-07-15 23:13:48,2021-07-16 23:40:17,UTC+02:00,80,48,85,,,8.6,2056,158,66,2021-07-15 23:13:48,2021-07-16 05:45:38,58,13.9,342,390,132,74,136,48,591,63,89,88
2021-07-14 22:58:13,2021-07-15 23:13:48,UTC+02:00,65,48,79,,,18.1,3143,192,73,2021-07-14 22:58:13,2021-07-15 06:25:36,73,13.5,395,447,167,77,151,52,542,56,89,86
2021-07-13 22:37:58,2021-07-14 22:58:13,UTC+02:00,88,49,86,,,11.6,2316,146,68,2021-07-13 22:37:58,2021-07-14 06:08:29,76,13.5,410,446,191,90,129,36,538,49,93,81
2021-07-12 22:09:13,2021-07-13 22:37:58,UTC+02:00,93,48,89,,,12.1,2333,160,66,2021-07-12 22:09:13,2021-07-13 06:05:47,79,14.1,424,470,195,76,153,46,539,48,92,87
2021-07-11 23:07:18,2021-07-12 22:09:13,UTC+02:00,94,48,91,,,12.5,2357,144,70,2021-07-11 23:07:18,2021-07-12 07:05:08,84,13.7,448,474,150,112,186,26,534,24,94,87
2021-07-10 22:58:00,2021-07-11 23:07:18,UTC+02:00,72,49,78,,,15.6,2681,175,68,2021-07-10 22:58:00,2021-07-11 07:38:08,92,13.7,491,519,262,107,122,28,532,48,94,84
2021-07-09 22:46:23,2021-07-10 22:58:00,UTC+02:00,71,47,79,,,11.0,2255,145,65,2021-07-09 22:46:23,2021-07-10 07:00:24,84,13.7,461,493,172,85,204,32,546,45,93,86
2021-07-08 21:54:09,2021-07-09 22:46:23,UTC+02:00,65,48,76,,,14.3,2604,168,65,2021-07-08 21:54:09,2021-07-09 07:05:03,85,13.7,504,550,264,103,137,46,592,67,91,80
2021-07-07 23:42:42,2021-07-08 21:54:09,UTC+02:00,87,45,83,,,17.6,2518,186,64,2021-07-07 23:42:42,2021-07-08 07:14:05,71,13.5,400,451,170,79,151,51,562,75,91,77
2021-07-06 22:18:37,2021-07-07 23:42:42,UTC+02:00,77,45,78,,,11.7,2379,155,63,2021-07-06 22:18:37,2021-07-07 06:00:13,75,13.8,415,458,198,73,144,43,554,69,91,88
2021-07-05 22:48:31,2021-07-06 22:18:37,UTC+02:00,88,45,81,,,11.1,2213,144,63,2021-07-05 22:48:31,2021-07-06 06:26:27,77,12.9,422,445,192,81,149,23,548,54,94,86
2021-07-04 22:36:34,2021-07-05 22:48:31,UTC+02:00,82,49,78,,,13.2,2435,176,69,2021-07-04 22:36:34,2021-07-05 07:09:41,82,13.4,463,510,203,81,179,47,561,79,91,84
2021-07-03 22:57:50,2021-07-04 22:36:34,UTC+02:00,55,53,70,,,10.3,2130,146,68,2021-07-03 22:57:50,2021-07-04 06:15:48,66,13.7,409,437,177,73,159,28,619,77,93,89
2021-07-02 23:37:12,2021-07-03 22:57:50,UTC+02:00,53,50,66,,,20.3,3490,188,78,2021-07-02 23:37:12,2021-07-03 06:28:45,67,13.4,375,409,203,61,111,34,558,67,91,84
2021-07-01 22:29:29,2021-07-02 23:37:12,UTC+02:00,78,50,76,,,12.3,2437,170,70,2021-07-01 22:29:29,2021-07-02 06:15:27,71,13.5,431,464,271,74,86,33,605,77,94,76
2021-06-30 23:00:06,2021-07-01 22:29:29,UTC+02:00,78,48,75,,,18.1,2994,195,73,2021-06-30 23:00:06,2021-07-01 06:16:09,67,13.4,398,426,184,87,127,28,598,82,93,84
2021-06-29 23:49:31,2021-06-30 23:00:06,UTC+02:00,63,50,68,,,16.5,2799,175,70,2021-06-29 23:49:31,2021-06-30 07:14:50,65,13.4,399,441,205,66,128,42,611,78,90,86
