Cycle start time,Cycle end time,Sleep onset,Wake onset,Respiratory rate (rpm),Asleep duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep debt (min)
2021-09-20 21:42:18,2021-09-21 20:37:00,2021-09-20 21:42:18,2021-09-21 06:09:58,13.4,453,219,82,152,46,33
2021-09-19 21:56:49,2021-09-20 21:42:18,2021-09-19 21:56:49,2021-09-20 06:00:23,13.2,454,253,71,130,29,36
2021-09-18 23:17:01,2021-09-19 21:56:49,2021-09-18 23:17:01,2021-09-19 08:05:33,13.3,486,151,116,219,42,57
2021-09-17 23:33:55,2021-09-18 23:17:01,2021-09-17 23:33:55,2021-09-18 07:52:28,13.6,449,183,94,172,49,74
2021-09-16 23:27:04,2021-09-17 23:33:55,2021-09-16 23:27:04,2021-09-17 06:45:49,13.4,402,136,119,147,36,53
2021-09-15 22:25:49,2021-09-16 23:27:04,2021-09-15 22:25:49,2021-09-16 06:31:20,13.5,440,221,79,140,44,58
2021-09-14 21:59:00,2021-09-15 22:25:49,2021-09-14 21:59:00,2021-09-15 05:48:49,13.5,422,183,48,191,47,48
2021-09-13 21:24:01,2021-09-14 21:59:00,2021-09-13 21:24:01,2021-09-14 06:00:21,13.6,467,234,76,157,48,67
2021-09-12 22:35:39,2021-09-13 21:24:01,2021-09-12 22:35:39,2021-09-13 05:45:17,13.7,389,166,83,140,40,48
2021-09-11 21:26:46,2021-09-12 22:35:39,2021-09-11 21:26:46,2021-09-12 07:07:38,13.9,518,192,122,204,61,72
2021-09-10 23:22:41,2021-09-11 21:26:46,2021-09-10 23:22:41,2021-09-11 06:13:40,13.8,365,180,63,122,35,49
2021-09-09 21:44:46,2021-09-10 23:22:41,2021-09-09 21:44:46,2021-09-10 06:12:01,13.9,455,197,97,161,52,49
2021-09-08 22:19:51,2021-09-09 21:44:46,2021-09-08 22:19:51,2021-09-09 07:03:43,13.8,466,220,80,166,56,51
2021-09-07 21:48:54,2021-09-08 22:19:51,2021-09-07 21:48:54,2021-09-08 06:15:58,13.7,463,195,108,160,43,63
2021-09-06 22:49:12,2021-09-07 21:48:54,2021-09-06 22:49:12,2021-09-07 06:15:44,13.4,433,212,77,144,13,67
2021-09-05 23:00:11,2021-09-06 22:49:12,2021-09-05 23:00:11,2021-09-06 06:16:12,13.6,391,221,51,119,45,42
2021-09-04 23:18:31,2021-09-05 23:00:11,2021-09-04 23:18:31,2021-09-05 07:16:25,13.5,443,206,95,142,32,42
2021-09-03 22:26:14,2021-09-04 23:18:31,2021-09-03 22:26:14,2021-09-04 06:31:05,13.4,444,157,109,178,40,45
2021-09-02 22:11:43,2021-09-03 22:26:14,2021-09-02 22:11:43,2021-09-03 06:00:00,13.5,422,212,104,106,46,9
2021-09-01 20:58:53,2021-09-02 22:11:43,2021-09-01 20:58:53,2021-09-02 07:00:23,13.6,552,263,104,185,48,36
2021-08-31 21:51:51,2021-09-01 20:58:53,2021-08-31 21:51:51,2021-09-01 06:44:18,13.7,494,235,121,138,38,48
2021-08-30 21:51:16,2021-08-31 21:51:51,2021-08-30 21:51:16,2021-08-31 06:24:00,13.3,469,239,83,147,42,51
2021-08-29 22:23:44,2021-08-30 21:51:16,2021-08-29 22:23:44,2021-08-30 06:02:42,13.8,410,169,78,163,39,6
2021-08-28 22:04:45,2021-08-29 22:23:44,2021-08-28 22:04:45,2021-08-29 07:44:03,13.8,516,307,51,158,62,58
2021-08-28 00:47:00,2021-08-28 22:04:45,2021-08-28 00:47:00,2021-08-28 08:12:06,13.8,425,196,72,157,19,89
2021-08-26 23:56:27,2021-08-28 00:47:00,2021-08-26 23:56:27,2021-08-27 06:47:15,13.5,354,134,94,126,55,39
2021-08-25 22:41:28,2021-08-26 23:56:27,2021-08-25 22:41:28,2021-08-26 07:26:42,13.7,488,195,112,181,36,58
2021-08-24 23:22:51,2021-08-25 22:41:28,2021-08-24 23:22:51,2021-08-25 07:40:15,13.8,443,132,118,193,54,72
2021-08-23 23:25:39,2021-08-24 23:22:51,2021-08-23 23:25:39,2021-08-24 07:00:00,13.4,417,172,76,169,37,93
2021-08-23 01:13:58,2021-08-23 23:25:39,2021-08-23 01:13:58,2021-08-23 07:00:41,13.6,315,156,65,94,24,49
2021-08-22 01:14:19,2021-08-23 01:13:58,2021-08-22 01:14:19,2021-08-22 08:00:15,13.9,372,206,77,89,33,0
2021-08-20 22:54:19,2021-08-22 01:14:19,2021-08-20 22:54:19,2021-08-21 07:53:49,16.9,486,285,58,143,47,0
2021-08-19 21:20:00,2021-08-20 22:54:19,2021-08-19 21:20:00,2021-08-20 09:00:00,18.1,591,519,51,21,109,36
2021-08-18 21:33:11,2021-08-19 21:20:00,2021-08-18 21:33:11,2021-08-19 06:19:53,13.7,486,177,101,208,32,74
2021-08-17 23:40:46,2021-08-18 21:33:11,2021-08-17 23:40:46,2021-08-18 06:17:21,13.4,375,112,95,168,19,66
2021-08-16 22:55:01,2021-08-17 23:40:46,2021-08-16 22:55:01,2021-08-17 06:38:09,13.6,432,207,68,157,31,67
2021-08-15 22:45:06,2021-08-16 22:55:01,2021-08-15 22:45:06,2021-08-16 06:00:23,13.7,391,170,62,159,43,53
2021-08-14 23:34:52,2021-08-15 22:45:06,2021-08-14 23:34:52,2021-08-15 06:59:54,13.3,420,163,82,175,24,66
2021-08-13 23:09:33,2021-08-14 23:34:52,2021-08-13 23:09:33,2021-08-14 07:11:17,13.4,433,203,81,149,47,72
2021-08-12 22:58:42,2021-08-13 23:09:33,2021-08-12 22:58:42,2021-08-13 06:00:14,13.6,392,164,77,151,29,57
2021-08-11 23:02:02,2021-08-12 22:58:42,2021-08-11 23:02:02,2021-08-12 06:59:12,13.7,439,186,88,165,37,63
2021-08-10 22:35:10,2021-08-11 23:02:02,2021-08-10 22:35:10,2021-08-11 06:00:21,13.6,403,208,69,126,41,58
2021-08-09 22:49:36,2021-08-10 22:35:10,2021-08-09 22:49:36,2021-08-10 07:07:23,13.6,438,145,114,179,57,39
2021-08-08 21:48:08,2021-08-09 22:49:36,2021-08-08 21:48:08,2021-08-09 06:00:21,13.3,454,148,118,188,37,15
2021-08-07 22:59:51,2021-08-08 21:48:08,2021-08-07 22:59:51,2021-08-08 07:54:09,13.7,500,201,97,202,34,57
2021-08-06 23:23:08,2021-08-07 22:59:51,2021-08-06 23:23:08,2021-08-07 07:11:06,13.5,438,184,106,148,28,65
2021-08-05 22:47:13,2021-08-06 23:23:08,2021-08-05 22:47:13,2021-08-06 06:00:13,13.4,408,135,85,188,25,65
2021-08-04 22:27:10,2021-08-05 22:47:13,2021-08-04 22:27:10,2021-08-05 06:09:18,13.4,416,134,107,175,41,66
2021-08-03 22:17:06,2021-08-04 22:27:10,2021-08-03 22:17:06,2021-08-04 06:09:33,13.5,429,147,102,180,33,58
2021-08-02 22:24:35,2021-08-03 22:17:06,2021-08-02 22:24:35,2021-08-03 06:01:03,13.2,425,145,101,179,30,58
2021-08-01 23:09:23,2021-08-02 22:24:35,2021-08-01 23:09:23,2021-08-02 06:08:51,13.8,388,154,74,160,26,42
2021-07-31 23:23:54,2021-08-01 23:09:23,2021-07-31 23:23:54,2021-08-01 08:05:00,13.6,475,192,110,173,46,48
2021-07-30 23:38:07,2021-07-31 23:23:54,2021-07-30 23:38:07,2021-07-31 08:00:24,13.5,446,224,74,148,55,58
2021-07-29 22:17:42,2021-07-30 23:38:07,2021-07-29 22:17:42,2021-07-30 06:04:09,13.2,424,177,83,164,41,82
2021-07-28 22:36:05,2021-07-29 22:17:42,2021-07-28 22:36:05,2021-07-29 06:00:18,14.1,393,194,71,128,50,65
2021-07-27 22:18:49,2021-07-28 22:36:05,2021-07-27 22:18:49,2021-07-28 06:00:18,13.5,406,236,71,99,54,56
2021-07-26 22:25:45,2021-07-27 22:18:49,2021-07-26 22:25:45,2021-07-27 06:00:53,13.4,419,218,58,143,35,67
2021-07-25 22:52:21,2021-07-26 22:25:45,2021-07-25 22:52:21,2021-07-26 06:00:19,13.7,384,184,81,119,43,46
2021-07-25 00:03:23,2021-07-25 22:52:21,2021-07-25 00:03:23,2021-07-25 07:50:56,13.9,413,175,83,155,53,42
2021-07-23 23:27:23,2021-07-25 00:03:23,2021-07-23 23:27:23,2021-07-24 08:02:25,14.0,450,192,121,137,62,30
2021-07-22 23:05:07,2021-07-23 23:27:23,2021-07-22 23:05:07,2021-07-23 07:59:47,13.8,456,219,95,142,76,6
2021-07-21 23:07:12,2021-07-22 23:05:07,2021-07-21 23:07:12,2021-07-22 08:12:40,13.8,497,252,97,148,45,27
2021-07-20 23:03:54,2021-07-21 23:07:12,2021-07-20 23:03:54,2021-07-21 08:24:05,13.4,527,262,86,179,31,51
2021-07-19 23:05:58,2021-07-20 23:03:54,2021-07-19 23:05:58,2021-07-20 07:03:30,13.8,439,202,95,142,38,21
2021-07-18 23:14:34,2021-07-19 23:05:58,2021-07-18 23:14:34,2021-07-19 07:55:13,13.6,491,174,114,203,28,54
2021-07-17 23:42:07,2021-07-18 23:14:34,2021-07-17 23:42:07,2021-07-18 07:54:08,13.7,451,179,107,165,38,60
2021-07-16 23:40:17,2021-07-17 23:42:07,2021-07-16 23:40:17,2021-07-17 07:14:21,14.4,423,234,66,123,28,98
2021-07-15 23:13:48,2021-07-16 23:40:17,2021-07-15 23:13:48,2021-07-16 05:45:38,13.9,342,132,74,136,48,63
2021-07-14 22:58:13,2021-07-15 23:13:48,2021-07-14 22:58:13,2021-07-15 06:25:36,13.5,395,167,77,151,52,56
2021-07-13 22:37:58,2021-07-14 22:58:13,2021-07-13 22:37:58,2021-07-14 06:08:29,13.5,410,191,90,129,36,49
2021-07-12 22:09:13,2021-07-13 22:37:58,2021-07-12 22:09:13,2021-07-13 06:05:47,14.1,424,195,76,153,46,48
2021-07-11 23:07:18,2021-07-12 22:09:13,2021-07-11 23:07:18,2021-07-12 07:05:08,13.7,448,150,112,186,26,24
2021-07-10 22:58:00,2021-07-11 23:07:18,2021-07-10 22:58:00,2021-07-11 07:38:08,13.7,491,262,107,122,28,48
2021-07-09 22:46:23,2021-07-10 22:58:00,2021-07-09 22:46:23,2021-07-10 07:00:24,13.7,461,172,85,204,32,45
2021-07-08 21:54:09,2021-07-09 22:46:23,2021-07-08 21:54:09,2021-07-09 07:05:03,13.7,504,264,103,137,46,67
2021-07-07 23:42:42,2021-07-08 21:54:09,2021-07-07 23:42:42,2021-07-08 07:14:05,13.5,400,170,79,151,51,75
2021-07-06 22:18:37,2021-07-07 23:42:42,2021-07-06 22:18:37,2021-07-07 06:00:13,13.8,415,198,73,144,43,69
2021-07-05 22:48:31,2021-07-06 22:18:37,2021-07-05 22:48:31,2021-07-06 06:26:27,12.9,422,192,81,149,23,54
2021-07-04 22:36:34,2021-07-05 22:48:31,2021-07-04 22:36:34,2021-07-05 07:09:41,13.4,463,203,81,179,47,79
2021-07-03 22:57:50,2021-07-04 22:36:34,2021-07-03 22:57:50,2021-07-04 06:15:48,13.7,409,177,73,159,28,77
2021-07-02 23:37:12,2021-07-03 22:57:50,2021-07-02 23:37:12,2021-07-03 06:28:45,13.4,375,203,61,111,34,67
2021-07-01 22:29:29,2021-07-02 23:37:12,2021-07-01 22:29:29,2021-07-02 06:15:27,13.5,431,271,74,86,33,77
2021-06-30 23:00:06,2021-07-01 22:29:29,2021-06-30 23:00:06,2021-07-01 06:16:09,13.4,398,184,87,127,28,82
2021-06-29 23:49:31,2021-06-30 23:00:06,2021-06-29 23:49:31,2021-06-30 07:14:50,13.4,399,205,66,128,42,78
2021-06-28 23:56:57,2021-06-29 23:49:31,2021-06-28 23:56:57,2021-06-29 07:18:00,13.2,410,195,69,146,31,69
2021-06-27 23:28:23,2021-06-28 23:56:57,2021-06-27 23:28:23,2021-06-28 06:58:29,13.3,421,179,76,166,29,57
2021-06-27 00:18:22,2021-06-27 23:28:23,2021-06-27 00:18:22,2021-06-27 08:11:19,13.3,443,189,108,146,29,72
2021-06-26 01:32:11,2021-06-27 00:18:22,2021-06-26 01:32:11,2021-06-26 08:38:00,13.9,387,197,84,106,38,72
2021-06-25 00:12:03,2021-06-26 01:32:11,2021-06-25 00:12:03,2021-06-25 08:15:52,13.7,450,191,101,158,33,65
2021-06-23 22:46:32,2021-06-25 00:12:03,2021-06-23 22:46:32,2021-06-24 06:46:41,13.7,430,173,94,163,50,91
2021-06-22 23:35:57,2021-06-23 22:46:32,2021-06-22 23:35:57,2021-06-23 06:11:25,13.4,357,197,58,102,38,56
2021-06-21 22:34:20,2021-06-22 23:35:57,2021-06-21 22:34:20,2021-06-22 06:03:50,13.6,405,208,85,112,44,63
2021-06-20 23:06:37,2021-06-21 22:34:20,2021-06-20 23:06:37,2021-06-21 06:50:58,13.8,408,215,96,97,56,57
2021-06-19 22:35:35,2021-06-20 23:06:37,2021-06-19 22:35:35,2021-06-20 07:40:15,16.9,497,306,68,123,47,119
2021-06-19 03:24:16,2021-06-19 22:35:35,2021-06-19 03:24:16,2021-06-19 08:23:02,13.4,277,99,74,104,21,70
2021-06-17 22:51:54,2021-06-19 03:24:16,2021-06-17 22:51:54,2021-06-18 05:59:29,13.6,402,175,95,132,25,42
2021-06-16 22:18:59,2021-06-17 22:51:54,2021-06-16 22:18:59,2021-06-17 06:03:29,13.4,439,203,101,135,25,49
2021-06-15 22:28:05,2021-06-16 22:18:59,2021-06-15 22:28:05,2021-06-16 06:59:45,13.5,465,173,89,203,46,51
2021-06-14 23:08:43,2021-06-15 22:28:05,2021-06-14 23:08:43,2021-06-15 06:03:59,13.6,377,222,72,83,38,42
2021-06-13 22:24:46,2021-06-14 23:08:43,2021-06-13 22:24:46,2021-06-14 06:03:50,13.7,420,209,80,131,39,0
2021-06-12 22:10:58,2021-06-13 22:24:46,2021-06-12 22:10:58,2021-06-13 07:15:25,13.1,506,248,77,181,38,0
2021-06-11 22:57:28,2021-06-12 22:10:58,2021-06-11 22:57:28,2021-06-12 07:59:59,13.6,518,247,78,193,24,21
2021-06-10 22:30:39,2021-06-11 22:57:28,2021-06-10 22:30:39,2021-06-11 06:45:19,13.8,470,212,82,176,24,27
2021-06-09 21:57:02,2021-06-10 22:30:39,2021-06-09 21:57:02,2021-06-10 06:34:42,13.7,484,187,100,197,28,33
2021-06-08 21:17:20,2021-06-09 21:57:02,2021-06-08 21:17:20,2021-06-09 06:10:41,13.9,491,210,88,193,41,60
2021-06-07 22:01:32,2021-06-08 21:17:20,2021-06-07 22:01:32,2021-06-08 06:03:19,13.7,442,195,79,168,39,51
2021-06-06 22:22:02,2021-06-07 22:01:32,2021-06-06 22:22:02,2021-06-07 06:00:39,13.8,420,200,84,136,27,30
2021-06-05 22:54:26,2021-06-06 22:22:02,2021-06-05 22:54:26,2021-06-06 08:01:22,13.7,494,204,104,186,51,77
2021-06-05 00:47:27,2021-06-05 22:54:26,2021-06-05 00:47:27,2021-06-05 07:32:04,13.5,384,164,90,130,19,70
2021-06-04 00:05:30,2021-06-05 00:47:27,2021-06-04 00:05:30,2021-06-04 06:59:46,13.4,385,189,56,140,29,39
2021-06-02 21:30:18,2021-06-04 00:05:30,2021-06-02 21:30:18,2021-06-03 06:05:43,13.3,491,226,91,174,24,79
2021-06-02 00:00:06,2021-06-02 21:30:18,2021-06-02 00:00:06,2021-06-02 06:02:26,13.5,347,156,57,134,15,54
2021-05-31 22:11:41,2021-06-02 00:00:06,2021-05-31 22:11:41,2021-06-01 06:03:50,13.7,451,229,71,151,16,68
2021-05-30 23:03:26,2021-05-31 22:11:41,2021-05-30 23:03:26,2021-05-31 06:08:59,13.2,392,174,80,138,31,69
2021-05-29 23:51:44,2021-05-30 23:03:26,2021-05-29 23:51:44,2021-05-30 07:44:02,13.7,436,263,73,100,34,77
2021-05-29 00:51:35,2021-05-29 23:51:44,2021-05-29 00:51:35,2021-05-29 07:32:51,13.8,377,175,62,140,14,84
2021-05-27 23:32:10,2021-05-29 00:51:35,2021-05-27 23:32:10,2021-05-28 06:05:41,13.5,361,176,72,113,29,68
2021-05-26 22:42:53,2021-05-27 23:32:10,2021-05-26 22:42:53,2021-05-27 06:05:06,13.4,406,207,79,120,34,58
2021-05-25 22:49:51,2021-05-26 22:42:53,2021-05-25 22:49:51,2021-05-26 06:08:12,13.6,403,173,77,153,24,51
2021-05-24 22:10:57,2021-05-25 22:49:51,2021-05-24 22:10:57,2021-05-25 06:07:50,13.4,444,201,87,156,28,57
2021-05-23 22:35:05,2021-05-24 22:10:57,2021-05-23 22:35:05,2021-05-24 06:05:13,13.4,429,187,92,150,21,39
2021-05-22 23:09:52,2021-05-23 22:35:05,2021-05-22 23:09:52,2021-05-23 07:51:40,13.5,471,233,87,151,41,54
2021-05-21 22:33:55,2021-05-22 23:09:52,2021-05-21 22:33:55,2021-05-22 06:46:11,14.0,469,282,53,134,22,66
2021-05-20 22:10:34,2021-05-21 22:33:55,2021-05-20 22:10:34,2021-05-21 06:07:56,13.7,447,221,83,143,29,58
2021-05-19 21:59:52,2021-05-20 22:10:34,2021-05-19 21:59:52,2021-05-20 06:00:15,13.7,439,219,85,135,41,68
2021-05-18 22:48:02,2021-05-19 21:59:52,2021-05-18 22:48:02,2021-05-19 06:00:42,13.7,393,178,92,123,38,65
2021-05-17 22:45:14,2021-05-18 22:48:02,2021-05-17 22:45:14,2021-05-18 06:00:36,13.5,415,217,74,124,19,69
2021-05-16 22:31:54,2021-05-17 22:45:14,2021-05-16 22:31:54,2021-05-17 06:02:20,13.8,404,212,68,124,43,56
2021-05-15 23:40:50,2021-05-16 22:31:54,2021-05-15 23:40:50,2021-05-16 07:17:52,13.7,430,142,111,177,25,69
2021-05-14 23:09:12,2021-05-15 23:40:50,2021-05-14 23:09:12,2021-05-15 07:02:24,13.5,457,205,71,181,13,63
2021-05-13 23:00:58,2021-05-14 23:09:12,2021-05-13 23:00:58,2021-05-14 06:09:32,13.8,384,208,66,110,37,72
2021-05-12 23:03:57,2021-05-13 23:00:58,2021-05-12 23:03:57,2021-05-13 06:05:06,13.6,393,97,113,183,26,66
2021-05-11 22:01:06,2021-05-12 23:03:57,2021-05-11 22:01:06,2021-05-12 06:01:49,13.6,437,248,90,99,32,60
2021-05-10 22:15:33,2021-05-11 22:01:06,2021-05-10 22:15:33,2021-05-11 06:02:11,13.3,427,169,87,171,37,57
2021-05-09 22:26:52,2021-05-10 22:15:33,2021-05-09 22:26:52,2021-05-10 06:01:07,13.7,422,215,67,140,31,51
2021-05-08 23:32:33,2021-05-09 22:26:52,2021-05-08 23:32:33,2021-05-09 08:02:21,13.1,474,207,117,150,35,60
2021-05-07 23:35:01,2021-05-08 23:32:33,2021-05-07 23:35:01,2021-05-08 07:00:24,13.5,419,180,84,155,23,63
2021-05-06 22:34:56,2021-05-07 23:35:01,2021-05-06 22:34:56,2021-05-07 06:02:28,13.5,427,260,64,103,20,60
2021-05-05 22:20:40,2021-05-06 22:34:56,2021-05-05 22:20:40,2021-05-06 06:03:24,13.6,432,225,73,134,30,63
2021-05-04 21:47:47,2021-05-05 22:20:40,2021-05-04 21:47:47,2021-05-05 06:02:10,13.5,457,209,93,155,33,72
2021-05-03 22:15:52,2021-05-04 21:47:47,2021-05-03 22:15:52,2021-05-04 06:02:01,13.2,441,204,95,142,24,69
2021-05-02 22:47:52,2021-05-03 22:15:52,2021-05-02 22:47:52,2021-05-03 06:01:50,13.4,406,162,87,157,26,57
2021-05-01 23:11:32,2021-05-02 22:47:52,2021-05-01 23:11:32,2021-05-02 07:00:18,13.5,434,150,88,196,33,63
2021-04-30 23:38:54,2021-05-01 23:11:32,2021-04-30 23:38:54,2021-05-01 07:15:46,13.6,434,222,58,154,22,65
2021-04-29 22:01:35,2021-04-30 23:38:54,2021-04-29 22:01:35,2021-04-30 05:30:59,13.4,402,178,59,165,34,66
2021-04-28 22:11:58,2021-04-29 22:01:35,2021-04-28 22:11:58,2021-04-29 06:00:18,13.3,430,158,112,160,38,75
2021-04-27 21:50:23,2021-04-28 22:11:58,2021-04-27 21:50:23,2021-04-28 06:01:46,13.6,444,203,88,153,46,65
2021-04-26 22:09:31,2021-04-27 21:50:23,2021-04-26 22:09:31,2021-04-27 06:00:23,13.4,429,217,56,156,41,81
2021-04-25 22:27:40,2021-04-26 22:09:31,2021-04-25 22:27:40,2021-04-26 06:04:39,13.4,420,182,72,166,36,100
2021-04-25 01:16:27,2021-04-25 22:27:40,2021-04-25 01:16:27,2021-04-25 07:11:59,13.7,325,194,43,88,29,75
2021-04-23 22:35:11,2021-04-25 01:16:27,2021-04-23 22:35:11,2021-04-24 07:00:23,13.4,449,137,123,189,55,75
2021-04-22 22:17:02,2021-04-23 22:35:11,2021-04-22 22:17:02,2021-04-23 06:00:43,13.3,419,207,79,133,42,63
2021-04-21 21:42:03,2021-04-22 22:17:02,2021-04-21 21:42:03,2021-04-22 06:00:43,13.6,456,218,65,173,42,54
2021-04-20 21:31:42,2021-04-21 21:42:03,2021-04-20 21:31:42,2021-04-21 06:01:37,13.5,480,253,82,145,28,75
2021-04-19 22:11:27,2021-04-20 21:31:42,2021-04-19 22:11:27,2021-04-20 06:04:23,13.5,425,237,73,115,46,54
2021-04-18 21:38:49,2021-04-19 22:11:27,2021-04-18 21:38:49,2021-04-19 06:00:27,13.3,476,224,75,177,25,100
2021-04-17 23:53:45,2021-04-18 21:38:49,2021-04-17 23:53:45,2021-04-18 05:53:02,13.4,322,119,64,139,33,77
2021-04-17 00:36:58,2021-04-17 23:53:45,2021-04-17 00:36:58,2021-04-17 07:30:13,13.6,372,190,40,142,38,84
2021-04-16 01:16:23,2021-04-17 00:36:58,2021-04-16 01:16:23,2021-04-16 07:57:27,13.8,341,105,89,147,59,54
2021-04-14 22:44:35,2021-04-16 01:16:23,2021-04-14 22:44:35,2021-04-15 07:00:42,13.4,479,154,117,208,16,103
2021-04-14 01:43:01,2021-04-14 22:44:35,2021-04-14 01:43:01,2021-04-14 07:31:10,14.3,321,140,80,101,25,86
2021-04-13 01:17:32,2021-04-14 01:43:01,2021-04-13 01:17:32,2021-04-13 07:49:48,13.8,360,170,77,113,29,82
2021-04-12 00:33:15,2021-04-13 01:17:32,2021-04-12 00:33:15,2021-04-12 07:01:14,13.8,352,202,30,120,34,68
2021-04-10 23:11:04,2021-04-12 00:33:15,2021-04-10 23:11:04,2021-04-11 05:59:52,13.4,379,137,88,154,29,42
2021-04-09 23:41:03,2021-04-10 23:11:04,2021-04-09 23:41:03,2021-04-10 08:16:12,13.7,476,155,133,188,38,46
2021-04-08 22:11:21,2021-04-09 23:41:03,2021-04-08 22:11:21,2021-04-09 06:01:28,13.5,424,174,105,145,44,46
2021-04-07 22:37:19,2021-04-08 22:11:21,2021-04-07 22:37:19,2021-04-08 06:05:03,13.6,418,154,112,152,24,3
2021-04-06 19:38:29,2021-04-07 22:37:19,2021-04-06 19:38:29,2021-04-07 06:00:33,13.7,549,284,94,171,72,56
2021-04-05 22:49:59,2021-04-06 19:38:29,2021-04-05 22:49:59,2021-04-06 06:05:42,13.7,408,143,104,161,22,18
2021-04-04 22:18:36,2021-04-05 22:49:59,2021-04-04 22:18:36,2021-04-05 07:05:00,13.6,479,247,110,122,46,36
2021-04-04 00:07:30,2021-04-04 22:18:36,2021-04-04 00:07:30,2021-04-04 08:02:27,13.4,447,224,97,126,25,36
2021-04-02 23:14:44,2021-04-04 00:07:30,2021-04-02 23:14:44,2021-04-03 07:59:58,13.7,490,181,124,185,35,68
2021-04-01 23:27:39,2021-04-02 23:14:44,2021-04-01 23:27:39,2021-04-02 06:32:14,13.6,397,191,63,143,25,56
2021-03-31 22:46:56,2021-04-01 23:27:39,2021-03-31 22:46:56,2021-04-01 06:51:25,14.0,423,214,92,117,61,56
2021-03-30 22:44:46,2021-03-31 22:46:56,2021-03-30 22:44:46,2021-03-31 06:31:37,14.0,443,262,71,110,22,45
2021-03-29 22:41:41,2021-03-30 22:44:46,2021-03-29 22:41:41,2021-03-30 07:03:09,13.9,461,262,75,124,40,53
2021-03-28 22:23:53,2021-03-29 22:41:41,2021-03-28 22:23:53,2021-03-29 06:09:31,13.7,409,215,74,120,56,48
2021-03-27 23:00:06,2021-03-28 21:23:53,2021-03-27 23:00:06,2021-03-28 07:02:43,13.6,450,204,77,169,23,61
2021-03-26 23:43:00,2021-03-27 23:00:06,2021-03-26 23:43:00,2021-03-27 07:40:28,13.5,419,119,115,185,57,51
2021-03-25 22:50:42,2021-03-26 23:43:00,2021-03-25 22:50:42,2021-03-26 06:30:13,13.4,432,201,97,134,27,51
2021-03-24 21:59:42,2021-03-25 22:50:42,2021-03-24 21:59:42,2021-03-25 06:00:17,13.6,461,219,92,150,19,54
2021-03-23 22:21:17,2021-03-24 21:59:42,2021-03-23 22:21:17,2021-03-24 06:32:04,13.7,460,237,122,101,20,56
2021-03-23 00:01:06,2021-03-23 22:21:17,2021-03-23 00:01:06,2021-03-23 07:00:13,14.1,406,152,75,179,12,9
2021-03-21 21:00:20,2021-03-23 00:01:06,2021-03-21 21:00:20,2021-03-22 06:30:31,13.9,523,251,89,183,46,66
2021-03-20 23:55:53,2021-03-21 21:00:20,2021-03-20 23:55:53,2021-03-21 07:55:09,13.8,441,191,95,155,35,93
2021-03-20 01:59:57,2021-03-20 23:55:53,2021-03-20 01:59:57,2021-03-20 08:00:57,13.7,332,113,98,121,28,45
2021-03-18 22:38:26,2021-03-20 01:59:57,2021-03-18 22:38:26,2021-03-19 06:24:27,13.7,446,215,76,155,19,39
2021-03-17 22:06:15,2021-03-18 22:38:26,2021-03-17 22:06:15,2021-03-18 06:45:00,13.9,472,192,108,172,46,57
2021-03-16 22:32:50,2021-03-17 22:06:15,2021-03-16 22:32:50,2021-03-17 06:59:26,13.8,468,224,97,147,38,61
2021-03-15 23:31:36,2021-03-16 22:32:50,2021-03-15 23:31:36,2021-03-16 06:32:38,13.3,396,218,57,121,25,39
2021-03-14 22:31:40,2021-03-15 23:31:36,2021-03-14 22:31:40,2021-03-15 07:02:00,13.9,464,192,111,161,44,57
2021-03-13 23:30:31,2021-03-14 22:31:40,2021-03-13 23:30:31,2021-03-14 07:31:43,14.1,443,222,75,146,37,72
2021-03-13 01:14:12,2021-03-13 23:30:31,2021-03-13 01:14:12,2021-03-13 08:01:52,14.1,389,183,47,159,16,42
2021-03-11 22:33:47,2021-03-13 01:14:12,2021-03-11 22:33:47,2021-03-12 06:35:13,13.6,444,219,78,147,34,51
2021-03-10 21:46:30,2021-03-11 22:33:47,2021-03-10 21:46:30,2021-03-11 06:16:04,13.8,467,264,76,127,42,68
2021-03-10 00:15:49,2021-03-10 21:46:30,2021-03-10 00:15:49,2021-03-10 07:09:09,13.8,390,125,97,168,20,77
2021-03-09 00:41:24,2021-03-10 00:15:49,2021-03-09 00:41:24,2021-03-09 07:31:04,13.8,381,194,60,127,28,39
2021-03-07 23:34:00,2021-03-09 00:41:24,2021-03-07 23:34:00,2021-03-08 07:02:50,13.7,407,139,95,173,41,15
2021-03-06 23:15:37,2021-03-07 23:34:00,2021-03-06 23:15:37,2021-03-07 08:03:59,13.5,499,163,131,205,29,37
2021-03-05 23:19:13,2021-03-06 23:15:37,2021-03-05 23:19:13,2021-03-06 07:33:02,13.8,447,245,99,103,39,33
2021-03-04 22:01:58,2021-03-05 23:19:13,2021-03-04 22:01:58,2021-03-05 07:04:40,13.6,491,240,108,143,47,42
2021-03-03 22:48:30,2021-03-04 22:01:58,2021-03-03 22:48:30,2021-03-04 06:32:11,13.5,444,204,86,154,19,42
2021-03-02 22:29:45,2021-03-03 22:48:30,2021-03-02 22:29:45,2021-03-03 06:36:25,13.6,444,213,106,125,36,0
2021-03-01 20:39:58,2021-03-02 22:29:45,2021-03-01 20:39:58,2021-03-02 06:34:17,13.7,536,230,111,195,52,9
