Cycle start time,Cycle end time,Sleep onset,Wake onset,Respiratory rate (rpm),Asleep duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep debt (min)
2022-04-12 21:57:50,2022-04-13 22:31:19,2022-04-12 21:57:50,2022-04-13 06:23:14,13.6,478,185,123,170,25,72
2022-04-11 22:31:16,2022-04-12 21:57:50,2022-04-11 22:31:16,2022-04-12 05:54:12,13.4,392,164,91,137,51,65
2022-04-10 22:26:16,2022-04-11 22:31:16,2022-04-10 22:26:16,2022-04-11 05:53:53,13.2,421,169,109,143,26,65
2022-04-09 22:54:33,2022-04-10 22:26:16,2022-04-09 22:54:33,2022-04-10 06:28:40,13.2,421,154,101,166,33,63
2022-04-08 22:53:42,2022-04-09 22:54:33,2022-04-08 22:53:42,2022-04-09 06:28:51,13.4,412,156,79,177,43,48
2022-04-07 21:53:09,2022-04-08 22:53:42,2022-04-07 21:53:09,2022-04-08 06:06:13,13.3,456,207,115,134,36,67
2022-04-06 22:07:26,2022-04-07 21:53:09,2022-04-06 22:07:26,2022-04-07 06:15:57,13.5,432,198,92,142,56,78
2022-04-05 22:22:37,2022-04-06 22:07:26,2022-04-05 22:22:37,2022-04-06 05:54:51,13.3,420,166,90,164,32,72
2022-04-04 22:24:39,2022-04-05 22:22:37,2022-04-04 22:24:39,2022-04-05 06:08:57,13.1,439,163,114,162,21,57
2022-04-03 21:56:21,2022-04-04 22:24:39,2022-04-03 21:56:21,2022-04-04 06:04:05,13.2,438,207,95,136,50,60
2022-04-02 23:33:53,2022-04-03 21:56:21,2022-04-02 23:33:53,2022-04-03 07:47:29,13.2,458,195,82,181,35,70
2022-04-01 22:18:10,2022-04-02 23:33:53,2022-04-01 22:18:10,2022-04-02 06:16:35,13.3,411,182,91,138,63,74
2022-03-31 22:36:47,2022-04-01 22:18:10,2022-03-31 22:36:47,2022-04-01 05:53:36,13.6,402,162,97,143,34,70
2022-03-30 22:33:15,2022-03-31 22:36:47,2022-03-30 22:33:15,2022-03-31 06:15:36,13.2,429,241,94,94,32,81
2022-03-29 23:03:14,2022-03-30 22:33:15,2022-03-29 23:03:14,2022-03-30 05:53:52,13.5,373,203,72,98,37,63
2022-03-28 22:11:13,2022-03-29 23:03:14,2022-03-28 22:11:13,2022-03-29 06:00:22,13.5,438,213,98,127,31,74
2022-03-27 22:51:16,2022-03-28 22:11:13,2022-03-27 22:51:16,2022-03-28 05:59:29,13.2,392,194,71,127,36,60
2022-03-27 00:01:43,2022-03-27 21:51:16,2022-03-27 00:01:43,2022-03-27 07:45:50,13.4,426,189,94,143,38,60
2022-03-25 23:47:05,2022-03-27 00:01:43,2022-03-25 23:47:05,2022-03-26 07:59:53,13.3,448,196,109,143,44,77
2022-03-24 23:06:41,2022-03-25 23:47:05,2022-03-24 23:06:41,2022-03-25 06:05:03,13.2,370,174,64,132,48,58
2022-03-23 22:17:19,2022-03-24 23:06:41,2022-03-23 22:17:19,2022-03-24 06:06:58,13.1,457,256,101,100,10,84
2022-03-22 22:55:11,2022-03-23 22:17:19,2022-03-22 22:55:11,2022-03-23 05:44:34,13.1,381,164,55,162,26,58
2022-03-21 22:22:51,2022-03-22 22:55:11,2022-03-21 22:22:51,2022-03-22 05:54:30,13.5,418,173,93,152,33,57
2022-03-20 21:28:16,2022-03-21 22:22:51,2022-03-20 21:28:16,2022-03-21 06:04:27,13.5,478,182,74,222,38,77
2022-03-19 23:18:26,2022-03-20 21:28:16,2022-03-19 23:18:26,2022-03-20 06:32:15,13.5,395,162,127,106,38,49
2022-03-18 22:37:28,2022-03-19 23:18:26,2022-03-18 22:37:28,2022-03-19 06:29:47,13.2,431,166,109,156,41,49
2022-03-17 21:56:15,2022-03-18 22:37:28,2022-03-17 21:56:15,2022-03-18 05:59:15,13.2,421,187,99,135,62,53
2022-03-16 22:15:42,2022-03-17 21:56:15,2022-03-16 22:15:42,2022-03-17 05:59:52,13.4,424,215,89,120,34,72
2022-03-15 23:16:46,2022-03-16 22:15:42,2022-03-15 23:16:46,2022-03-16 06:32:35,14.1,376,241,39,96,59,9
2022-03-14 21:17:44,2022-03-15 23:16:46,2022-03-14 21:17:44,2022-03-15 05:56:00,13.4,482,174,106,202,34,12
2022-03-13 20:36:35,2022-03-14 21:17:44,2022-03-13 20:36:35,2022-03-14 05:59:39,13.7,499,190,105,204,59,48
2022-03-12 22:11:11,2022-03-13 20:36:35,2022-03-12 22:11:11,2022-03-13 06:59:08,13.3,488,179,113,196,39,42
2022-03-11 21:43:15,2022-03-12 22:11:11,2022-03-11 21:43:15,2022-03-12 06:31:06,14.4,466,224,71,171,57,65
2022-03-10 22:28:51,2022-03-11 21:43:15,2022-03-10 22:28:51,2022-03-11 06:02:29,12.9,418,166,94,158,32,60
2022-03-09 21:55:28,2022-03-10 22:28:51,2022-03-09 21:55:28,2022-03-10 06:05:15,13.2,470,216,88,166,19,60
2022-03-08 21:55:02,2022-03-09 21:55:28,2022-03-08 21:55:02,2022-03-09 05:53:21,12.8,442,220,91,131,27,75
2022-03-07 21:46:17,2022-03-08 21:55:02,2022-03-07 21:46:17,2022-03-08 06:05:48,13.0,451,201,112,138,48,75
2022-03-06 22:26:31,2022-03-07 21:46:17,2022-03-06 22:26:31,2022-03-07 06:06:26,12.9,420,179,108,133,39,88
2022-03-06 00:04:51,2022-03-06 22:26:31,2022-03-06 00:04:51,2022-03-06 06:30:18,13.1,342,173,62,107,43,63
2022-03-04 23:02:04,2022-03-06 00:04:51,2022-03-04 23:02:04,2022-03-05 06:25:06,13.4,408,227,87,94,35,58
2022-03-03 22:07:52,2022-03-04 23:02:04,2022-03-03 22:07:52,2022-03-04 05:53:06,13.4,446,233,101,112,19,60
2022-03-02 22:08:59,2022-03-03 22:07:52,2022-03-02 22:08:59,2022-03-03 05:50:25,13.1,422,222,72,128,39,63
2022-03-01 22:38:24,2022-03-02 22:08:59,2022-03-01 22:38:24,2022-03-02 05:55:24,12.9,404,184,83,137,32,70
2022-02-28 22:21:58,2022-03-01 22:38:24,2022-02-28 22:21:58,2022-03-01 05:46:51,13.1,409,167,102,140,33,44
2022-02-27 22:40:54,2022-02-28 22:21:58,2022-02-27 22:40:54,2022-02-28 06:00:19,13.2,420,243,81,96,19,21
2022-02-26 22:42:23,2022-02-27 22:40:54,2022-02-26 22:42:23,2022-02-27 07:35:56,13.1,483,216,90,177,51,30
2022-02-25 23:03:02,2022-02-26 22:42:23,2022-02-25 23:03:02,2022-02-26 08:01:09,13.3,493,149,132,212,43,79
2022-02-24 23:12:13,2022-02-25 23:03:02,2022-02-24 23:12:13,2022-02-25 06:29:10,13.7,408,201,101,106,28,79
2022-02-23 23:01:48,2022-02-24 23:12:13,2022-02-23 23:01:48,2022-02-24 05:55:31,13.4,383,192,79,112,30,63
2022-02-22 22:29:32,2022-02-23 23:01:48,2022-02-22 22:29:32,2022-02-23 05:55:23,13.5,422,200,79,143,22,56
2022-02-21 22:30:21,2022-02-22 22:29:32,2022-02-21 22:30:21,2022-02-22 05:55:22,13.5,420,190,74,156,25,32
2022-02-20 22:22:50,2022-02-21 22:30:21,2022-02-20 22:22:50,2022-02-21 05:59:40,13.4,423,225,89,109,31,15
2022-02-19 21:58:59,2022-02-20 22:22:50,2022-02-19 21:58:59,2022-02-20 07:30:56,13.6,531,232,142,157,40,32
2022-02-18 21:33:59,2022-02-19 21:58:59,2022-02-18 21:33:59,2022-02-19 06:32:28,13.7,490,257,113,120,48,39
2022-02-17 21:39:50,2022-02-18 21:33:59,2022-02-17 21:39:50,2022-02-18 05:54:50,13.7,442,196,100,146,52,18
2022-02-16 20:31:44,2022-02-17 21:39:50,2022-02-16 20:31:44,2022-02-17 06:04:56,13.7,527,236,85,206,46,65
2022-02-15 23:30:14,2022-02-16 20:31:44,2022-02-15 23:30:14,2022-02-16 06:35:40,13.6,373,161,85,127,51,0
2022-02-14 20:08:27,2022-02-15 23:30:14,2022-02-14 20:08:27,2022-02-15 06:00:07,13.5,533,287,77,169,58,44
2022-02-13 21:37:00,2022-02-14 20:08:27,2022-02-13 21:37:00,2022-02-14 05:47:00,13.7,444,237,86,121,43,27
2022-02-12 21:04:52,2022-02-13 21:37:00,2022-02-12 21:04:52,2022-02-13 06:32:17,13.4,520,233,97,190,47,44
2022-02-11 22:30:00,2022-02-12 21:04:52,2022-02-11 22:30:00,2022-02-12 06:32:33,13.8,417,201,83,133,64,33
2022-02-10 22:08:17,2022-02-11 22:30:00,2022-02-10 22:08:17,2022-02-11 05:50:05,14.9,434,212,87,135,25,0
2022-02-09 20:34:56,2022-02-10 22:08:17,2022-02-09 20:34:56,2022-02-10 05:49:26,16.0,514,285,71,158,35,12
2022-02-08 21:11:25,2022-02-09 20:34:56,2022-02-08 21:11:25,2022-02-09 06:00:09,16.7,473,324,51,98,55,0
2022-02-07 20:28:59,2022-02-08 21:11:25,2022-02-07 20:28:59,2022-02-08 07:06:12,18.2,559,441,73,45,78,49
2022-02-06 21:37:11,2022-02-07 20:28:59,2022-02-06 21:37:11,2022-02-07 06:00:22,13.4,462,208,84,170,40,51
2022-02-05 23:32:53,2022-02-06 21:37:11,2022-02-05 23:32:53,2022-02-06 07:08:27,13.1,424,203,113,108,31,72
2022-02-05 00:37:46,2022-02-05 23:32:53,2022-02-05 00:37:46,2022-02-05 08:19:40,13.5,406,129,98,179,56,63
2022-02-03 22:37:52,2022-02-05 00:37:46,2022-02-03 22:37:52,2022-02-04 06:04:51,13.7,394,170,100,124,51,42
2022-02-02 21:18:11,2022-02-03 22:37:52,2022-02-02 21:18:11,2022-02-03 05:49:58,13.2,460,174,120,166,46,36
2022-02-01 21:27:11,2022-02-02 21:18:11,2022-02-01 21:27:11,2022-02-02 05:55:19,15.5,474,278,72,124,33,39
2022-01-31 21:47:06,2022-02-01 21:27:11,2022-01-31 21:47:06,2022-02-01 06:09:39,13.8,455,235,85,135,47,42
2022-01-30 22:36:35,2022-01-31 21:47:06,2022-01-30 22:36:35,2022-01-31 06:00:14,13.1,402,206,86,110,31,0
2022-01-29 18:55:06,2022-01-30 22:36:35,2022-01-29 18:55:06,2022-01-30 06:31:11,13.8,615,310,133,172,81,57
2022-01-28 22:04:03,2022-01-29 18:55:06,2022-01-28 22:04:03,2022-01-29 06:14:17,13.4,435,187,102,146,55,54
2022-01-27 21:40:33,2022-01-28 22:04:03,2022-01-27 21:40:33,2022-01-28 06:09:50,13.5,459,196,110,153,50,53
2022-01-26 22:09:48,2022-01-27 21:40:33,2022-01-26 22:09:48,2022-01-27 06:00:10,13.4,437,162,90,185,33,54
2022-01-25 21:56:06,2022-01-26 22:09:48,2022-01-25 21:56:06,2022-01-26 06:00:44,13.4,452,219,83,150,32,27
2022-01-24 20:28:20,2022-01-25 21:56:06,2022-01-24 20:28:20,2022-01-25 06:05:29,13.5,514,236,118,160,62,60
2022-01-23 22:05:44,2022-01-24 20:28:20,2022-01-23 22:05:44,2022-01-24 05:55:27,13.7,441,181,106,154,28,72
2022-01-22 22:38:29,2022-01-23 22:05:44,2022-01-22 22:38:29,2022-01-23 06:16:39,13.4,410,201,73,136,47,54
2022-01-21 22:19:32,2022-01-22 22:38:29,2022-01-21 22:19:32,2022-01-22 06:18:02,13.3,428,155,88,185,50,48
2022-01-20 21:07:55,2022-01-21 22:19:32,2022-01-20 21:07:55,2022-01-21 06:10:12,13.4,485,201,98,186,57,70
2022-01-19 22:54:46,2022-01-20 21:07:55,2022-01-19 22:54:46,2022-01-20 05:55:42,13.1,398,210,71,117,17,79
2022-01-18 23:33:36,2022-01-19 22:54:46,2022-01-18 23:33:36,2022-01-19 06:00:41,13.4,362,148,71,143,23,45
2022-01-17 21:47:02,2022-01-18 23:33:36,2022-01-17 21:47:02,2022-01-18 06:01:24,13.5,462,249,71,142,30,48
2022-01-16 22:04:20,2022-01-17 21:47:02,2022-01-16 22:04:20,2022-01-17 06:00:46,12.9,443,258,69,116,32,51
2022-01-15 22:29:53,2022-01-16 22:04:20,2022-01-15 22:29:53,2022-01-16 07:33:20,14.0,496,200,100,196,46,57
2022-01-14 22:08:17,2022-01-15 22:29:53,2022-01-14 22:08:17,2022-01-15 06:51:35,13.5,462,246,80,136,54,72
2022-01-13 22:29:42,2022-01-14 22:08:17,2022-01-13 22:29:42,2022-01-14 06:01:54,13.5,407,179,85,143,43,81
2022-01-12 23:26:14,2022-01-13 22:29:42,2022-01-12 23:26:14,2022-01-13 06:04:45,13.6,368,195,74,99,30,53
2022-01-11 22:36:37,2022-01-12 23:26:14,2022-01-11 22:36:37,2022-01-12 06:02:12,13.7,410,117,102,191,33,51
2022-01-10 22:21:25,2022-01-11 22:36:37,2022-01-10 22:21:25,2022-01-11 06:15:41,13.4,448,200,96,152,26,54
2022-01-09 22:20:19,2022-01-10 22:21:25,2022-01-09 22:20:19,2022-01-10 06:07:50,13.7,437,277,60,100,30,21
2022-01-08 21:27:36,2022-01-09 22:20:19,2022-01-08 21:27:36,2022-01-09 06:43:27,13.8,478,236,91,151,78,42
2022-01-07 22:42:12,2022-01-08 21:27:36,2022-01-07 22:42:12,2022-01-08 07:03:28,13.7,474,221,98,155,27,45
2022-01-06 22:03:30,2022-01-07 22:42:12,2022-01-06 22:03:30,2022-01-07 05:56:24,13.5,451,275,71,105,20,56
2022-01-05 22:10:44,2022-01-06 22:03:30,2022-01-05 22:10:44,2022-01-06 05:59:38,13.5,419,214,74,131,50,56
2022-01-04 22:16:47,2022-01-05 22:10:44,2022-01-04 22:16:47,2022-01-05 06:03:38,13.5,426,287,50,89,36,49
2022-01-03 22:27:44,2022-01-04 22:16:47,2022-01-03 22:27:44,2022-01-04 06:01:32,13.2,415,164,103,148,31,48
2022-01-02 21:47:14,2022-01-03 22:27:44,2022-01-02 21:47:14,2022-01-03 06:00:38,13.4,454,304,59,91,38,70
2022-01-02 00:08:31,2022-01-02 21:47:14,2022-01-02 00:08:31,2022-01-02 07:43:27,13.7,408,227,73,108,46,112
2022-01-01 04:04:42,2022-01-02 00:08:31,2022-01-01 04:04:42,2022-01-01 09:17:12,13.7,284,130,55,99,18,42
2021-12-30 23:29:15,2022-01-01 04:04:42,2021-12-30 23:29:15,2021-12-31 07:01:00,13.6,411,170,86,155,36,30
2021-12-29 22:33:00,2021-12-30 23:29:15,2021-12-29 22:33:00,2021-12-30 07:17:08,13.7,482,188,113,181,39,39
2021-12-28 22:12:05,2021-12-29 22:33:00,2021-12-28 22:12:05,2021-12-29 06:43:57,13.6,452,201,99,152,56,45
2021-12-27 23:03:13,2021-12-28 22:12:05,2021-12-27 23:03:13,2021-12-28 07:04:12,13.0,447,238,79,130,33,30
2021-12-26 22:39:19,2021-12-27 23:03:13,2021-12-26 22:39:19,2021-12-27 06:59:52,13.4,450,178,95,177,51,30
2021-12-25 23:14:11,2021-12-26 22:39:19,2021-12-25 23:14:11,2021-12-26 07:38:05,13.3,465,230,78,157,31,46
2021-12-24 23:46:06,2021-12-25 23:14:11,2021-12-24 23:46:06,2021-12-25 07:32:13,13.5,424,187,71,166,39,51
2021-12-23 23:04:58,2021-12-24 23:46:06,2021-12-23 23:04:58,2021-12-24 07:06:44,13.6,450,238,78,134,29,45
2021-12-22 23:08:56,2021-12-23 23:04:58,2021-12-22 23:08:56,2021-12-23 07:00:49,13.5,439,130,113,196,31,46
2021-12-21 22:19:05,2021-12-22 23:08:56,2021-12-21 22:19:05,2021-12-22 06:10:12,13.6,430,201,85,144,41,51
2021-12-20 22:06:01,2021-12-21 22:19:05,2021-12-20 22:06:01,2021-12-21 06:06:07,13.2,425,206,84,135,35,30
2021-12-19 20:35:33,2021-12-20 22:06:01,2021-12-19 20:35:33,2021-12-20 06:00:23,13.6,501,207,83,211,63,84
2021-12-19 01:31:47,2021-12-19 20:35:33,2021-12-19 01:31:47,2021-12-19 08:10:27,13.7,361,118,84,159,26,51
2021-12-17 21:37:38,2021-12-19 01:31:47,2021-12-17 21:37:38,2021-12-18 05:02:27,13.3,421,143,107,171,16,51
2021-12-16 22:21:49,2021-12-17 21:37:38,2021-12-16 22:21:49,2021-12-17 06:05:13,13.3,423,150,100,173,40,30
2021-12-15 21:44:02,2021-12-16 22:21:49,2021-12-15 21:44:02,2021-12-16 06:02:42,13.1,467,264,67,136,31,35
2021-12-14 21:39:34,2021-12-15 21:44:02,2021-12-14 21:39:34,2021-12-15 06:00:33,13.4,462,266,77,119,33,39
2021-12-13 21:27:50,2021-12-14 21:39:34,2021-12-13 21:27:50,2021-12-14 05:58:44,13.5,466,190,105,171,44,39
2021-12-12 22:12:22,2021-12-13 21:27:50,2021-12-12 22:12:22,2021-12-13 05:58:20,13.8,433,203,83,147,33,0
2021-12-11 22:40:20,2021-12-12 22:12:22,2021-12-11 22:40:20,2021-12-12 07:49:06,13.5,518,259,109,150,27,30
2021-12-10 22:16:21,2021-12-11 22:40:20,2021-12-10 22:16:21,2021-12-11 07:39:45,13.6,508,274,93,141,52,51
2021-12-09 22:07:35,2021-12-10 22:16:21,2021-12-09 22:07:35,2021-12-10 06:01:51,13.5,441,230,87,124,31,51
2021-12-08 22:06:12,2021-12-09 22:07:35,2021-12-08 22:06:12,2021-12-09 06:02:13,13.1,438,244,64,130,30,51
2021-12-07 21:48:23,2021-12-08 22:06:12,2021-12-07 21:48:23,2021-12-08 06:06:16,13.5,457,177,117,163,40,48
2021-12-06 22:05:14,2021-12-07 21:48:23,2021-12-06 22:05:14,2021-12-07 06:04:49,13.7,448,194,85,169,30,48
2021-12-05 21:35:11,2021-12-06 22:05:14,2021-12-05 21:35:11,2021-12-06 06:33:24,13.7,497,237,104,156,37,54
2021-12-04 22:53:46,2021-12-05 21:35:11,2021-12-04 22:53:46,2021-12-05 07:00:04,13.5,453,197,98,158,32,30
2021-12-03 22:03:40,2021-12-04 22:53:46,2021-12-03 22:03:40,2021-12-04 07:19:31,13.5,513,196,117,200,41,48
2021-12-02 21:03:59,2021-12-03 22:03:40,2021-12-02 21:03:59,2021-12-03 06:00:17,13.6,448,190,84,174,88,51
2021-12-01 21:27:11,2021-12-02 21:03:59,2021-12-01 21:27:11,2021-12-02 06:03:46,13.4,474,169,106,199,27,57
2021-11-30 22:01:11,2021-12-01 21:27:11,2021-11-30 22:01:11,2021-12-01 06:01:28,13.4,456,169,107,180,22,51
2021-11-29 22:16:48,2021-11-30 22:01:11,2021-11-29 22:16:48,2021-11-30 06:00:31,13.3,442,191,93,158,21,48
2021-11-28 21:52:27,2021-11-29 22:16:48,2021-11-28 21:52:27,2021-11-29 06:00:11,13.5,462,203,90,169,25,77
2021-11-27 23:59:09,2021-11-28 21:52:27,2021-11-27 23:59:09,2021-11-28 07:51:30,14.1,419,241,67,111,53,79
2021-11-26 23:54:40,2021-11-27 23:59:09,2021-11-26 23:54:40,2021-11-27 06:49:47,14.0,377,167,74,136,33,63
2021-11-25 22:35:35,2021-11-26 23:54:40,2021-11-25 22:35:35,2021-11-26 05:59:34,13.5,396,194,83,119,33,45
2021-11-24 21:07:45,2021-11-25 22:35:35,2021-11-24 21:07:45,2021-11-25 05:55:06,13.5,472,257,78,137,53,45
2021-11-23 21:47:20,2021-11-24 21:07:45,2021-11-23 21:47:20,2021-11-24 06:02:12,13.4,449,212,91,146,46,36
2021-11-22 21:41:21,2021-11-23 21:47:20,2021-11-22 21:41:21,2021-11-23 06:04:49,13.6,479,215,97,167,24,54
2021-11-21 21:47:36,2021-11-22 21:41:21,2021-11-21 21:47:36,2021-11-22 06:02:16,13.9,462,195,103,164,32,33
2021-11-20 22:12:51,2021-11-21 21:47:36,2021-11-20 22:12:51,2021-11-21 07:16:52,13.6,513,287,63,163,30,67
2021-11-19 23:59:25,2021-11-20 22:12:51,2021-11-19 23:59:25,2021-11-20 07:30:29,13.5,410,164,109,137,40,72
2021-11-18 22:40:18,2021-11-19 23:59:25,2021-11-18 22:40:18,2021-11-19 06:00:31,13.3,390,136,89,165,49,49
2021-11-17 22:37:44,2021-11-18 22:40:18,2021-11-17 22:37:44,2021-11-18 06:26:42,13.2,427,178,61,188,24,56
2021-11-16 22:36:13,2021-11-17 22:37:44,2021-11-16 22:36:13,2021-11-17 06:03:02,13.3,418,178,85,155,28,49
2021-11-15 22:11:28,2021-11-16 22:36:13,2021-11-15 22:11:28,2021-11-16 06:12:58,13.5,436,169,94,173,44,49
2021-11-14 22:16:16,2021-11-15 22:11:28,2021-11-14 22:16:16,2021-11-15 06:07:37,13.5,435,211,84,140,35,60
2021-11-14 00:17:38,2021-11-14 22:16:16,2021-11-14 00:17:38,2021-11-14 07:54:09,13.6,434,139,137,158,22,44
2021-11-12 22:57:46,2021-11-14 00:17:38,2021-11-12 22:57:46,2021-11-13 07:03:13,13.4,437,186,83,168,45,45
2021-11-11 21:55:07,2021-11-12 22:57:46,2021-11-11 21:55:07,2021-11-12 05:56:06,13.4,456,189,87,180,24,44
2021-11-10 22:23:56,2021-11-11 21:55:07,2021-11-10 22:23:56,2021-11-11 06:16:37,13.6,439,172,90,177,34,56
2021-11-09 22:35:22,2021-11-10 22:23:56,2021-11-09 22:35:22,2021-11-10 06:11:30,13.5,422,170,93,159,32,21
2021-11-08 20:48:27,2021-11-09 22:35:22,2021-11-08 20:48:27,2021-11-09 06:15:38,13.6,503,207,101,195,60,39
2021-11-07 22:06:03,2021-11-08 20:48:27,2021-11-07 22:06:03,2021-11-08 06:10:45,13.5,464,269,64,131,20,42
2021-11-06 23:25:25,2021-11-07 22:06:03,2021-11-06 23:25:25,2021-11-07 07:46:31,13.8,429,147,95,187,65,51
2021-11-05 22:42:55,2021-11-06 23:25:25,2021-11-05 22:42:55,2021-11-06 07:31:32,13.4,487,192,103,192,40,67
2021-11-04 22:55:35,2021-11-05 22:42:55,2021-11-04 22:55:35,2021-11-05 06:02:13,13.8,376,243,30,103,50,42
2021-11-03 21:28:32,2021-11-04 22:55:35,2021-11-03 21:28:32,2021-11-04 06:00:20,13.6,484,204,105,175,27,39
2021-11-02 21:49:02,2021-11-03 21:28:32,2021-11-02 21:49:02,2021-11-03 05:45:17,13.5,446,199,73,174,30,36
2021-11-01 21:36:58,2021-11-02 21:49:02,2021-11-01 21:36:58,2021-11-02 06:06:28,13.6,469,201,100,168,39,18
2021-10-31 23:01:23,2021-11-01 22:36:58,2021-10-31 23:01:23,2021-11-01 07:16:56,13.7,478,235,109,134,16,33
2021-10-30 23:34:34,2021-10-31 23:01:23,2021-10-30 23:34:34,2021-10-31 07:59:38,13.6,473,217,74,182,32,51
2021-10-29 22:50:52,2021-10-30 23:34:34,2021-10-29 22:50:52,2021-10-30 06:59:47,13.6,451,197,84,170,38,63
2021-10-28 22:13:48,2021-10-29 22:50:52,2021-10-28 22:13:48,2021-10-29 06:08:21,13.5,437,213,65,159,37,58
2021-10-27 22:11:59,2021-10-28 22:13:48,2021-10-27 22:11:59,2021-10-28 06:02:51,13.4,436,196,94,146,31,54
2021-10-26 21:31:25,2021-10-27 22:11:59,2021-10-26 21:31:25,2021-10-27 06:02:59,14.2,458,228,58,172,53,58
2021-10-25 22:21:53,2021-10-26 21:31:25,2021-10-25 22:21:53,2021-10-26 06:03:23,13.5,415,223,65,127,42,63
2021-10-24 23:13:51,2021-10-25 22:21:53,2021-10-24 23:13:51,2021-10-25 06:10:33,13.5,370,201,65,104,46,27
2021-10-23 22:08:22,2021-10-24 23:13:51,2021-10-23 22:08:22,2021-10-24 07:47:10,14.0,549,277,111,161,24,58
2021-10-22 23:11:22,2021-10-23 22:08:22,2021-10-22 23:11:22,2021-10-23 06:59:37,13.5,418,178,88,152,50,53
2021-10-21 22:26:07,2021-10-22 23:11:22,2021-10-21 22:26:07,2021-10-22 06:00:30,13.6,420,198,83,139,33,58
2021-10-20 22:22:50,2021-10-21 22:26:07,2021-10-20 22:22:50,2021-10-21 05:49:10,13.6,403,174,78,151,33,60
2021-10-19 23:20:52,2021-10-20 22:22:50,2021-10-19 23:20:52,2021-10-20 06:47:45,13.5,410,164,92,154,37,51
2021-10-18 22:23:53,2021-10-19 23:20:52,2021-10-18 22:23:53,2021-10-19 06:02:27,13.3,422,216,52,154,37,49
2021-10-17 22:25:25,2021-10-18 22:23:53,2021-10-17 22:25:25,2021-10-18 06:02:12,13.5,427,220,59,148,29,44
2021-10-16 23:29:29,2021-10-17 22:25:25,2021-10-16 23:29:29,2021-10-17 07:22:44,13.5,425,160,103,162,47,9
2021-10-15 22:30:15,2021-10-16 23:29:29,2021-10-15 22:30:15,2021-10-16 07:22:53,13.5,495,224,98,173,35,18
2021-10-14 21:30:14,2021-10-15 22:30:15,2021-10-14 21:30:14,2021-10-15 06:18:33,13.7,474,239,120,115,53,30
2021-10-13 21:43:05,2021-10-14 21:30:14,2021-10-13 21:43:05,2021-10-14 07:11:26,13.6,524,294,91,139,43,60
2021-10-12 21:58:49,2021-10-13 21:43:05,2021-10-12 21:58:49,2021-10-13 06:10:19,13.5,458,210,113,135,22,57
2021-10-11 22:04:52,2021-10-12 21:58:49,2021-10-11 22:04:52,2021-10-12 06:16:36,13.4,456,214,106,136,34,57
2021-10-10 21:59:47,2021-10-11 22:04:52,2021-10-10 21:59:47,2021-10-11 06:09:00,13.4,435,149,102,184,53,63
2021-10-09 23:02:56,2021-10-10 21:59:47,2021-10-09 23:02:56,2021-10-10 07:03:08,13.2,436,153,95,188,43,67
2021-10-08 23:14:52,2021-10-09 23:02:56,2021-10-08 23:14:52,2021-10-09 07:01:52,13.3,417,126,86,205,45,72
2021-10-07 23:12:09,2021-10-08 23:14:52,2021-10-07 23:12:09,2021-10-08 06:10:30,13.5,398,187,76,135,20,56
2021-10-06 22:53:00,2021-10-07 23:12:09,2021-10-06 22:53:00,2021-10-07 06:13:03,13.4,413,159,86,168,24,60
2021-10-05 21:51:34,2021-10-06 22:53:00,2021-10-05 21:51:34,2021-10-06 06:10:37,13.3,481,252,87,142,17,79
2021-10-04 23:14:02,2021-10-05 21:51:34,2021-10-04 23:14:02,2021-10-05 06:00:29,13.4,372,153,90,129,33,42
2021-10-03 21:59:09,2021-10-04 23:14:02,2021-10-03 21:59:09,2021-10-04 06:16:53,13.6,462,194,100,168,35,53
2021-10-02 23:11:33,2021-10-03 21:59:09,2021-10-02 23:11:33,2021-10-03 07:32:36,13.5,453,188,109,156,48,65
2021-10-01 22:49:28,2021-10-02 23:11:33,2021-10-01 22:49:28,2021-10-02 06:25:00,13.7,404,173,101,130,51,24
2021-09-30 21:40:00,2021-10-01 22:49:28,2021-09-30 21:40:00,2021-10-01 06:36:19,13.7,494,246,81,167,42,51
2021-09-29 21:23:38,2021-09-30 21:40:00,2021-09-29 21:23:38,2021-09-30 06:10:45,13.6,497,239,105,153,25,131
2021-09-29 01:24:02,2021-09-29 21:23:38,2021-09-29 01:24:02,2021-09-29 06:15:44,13.7,254,86,70,98,37,53
2021-09-27 22:40:30,2021-09-29 01:24:02,2021-09-27 22:40:30,2021-09-28 06:00:13,13.6,395,203,80,112,44,27
2021-09-26 22:32:32,2021-09-27 22:40:30,2021-09-26 22:32:32,2021-09-27 07:15:53,13.5,486,207,85,194,36,46
2021-09-25 22:47:44,2021-09-26 22:32:32,2021-09-25 22:47:44,2021-09-26 06:31:15,13.4,424,255,56,113,32,36
2021-09-24 21:56:18,2021-09-25 22:47:44,2021-09-24 21:56:18,2021-09-25 07:12:36,13.8,487,199,107,181,68,33
2021-09-23 21:57:58,2021-09-24 21:56:18,2021-09-23 21:57:58,2021-09-24 06:09:00,13.9,451,260,83,108,38,27
2021-09-22 21:20:53,2021-09-23 21:57:58,2021-09-22 21:20:53,2021-09-23 06:34:00,13.8,484,219,119,146,69,6
2021-09-21 20:37:00,2021-09-22 21:20:53,2021-09-21 20:37:00,2021-09-22 06:33:05,13.6,535,231,109,195,61,48
