Cycle start time,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Day Strain
2021-07-11 23:07:18,94.0,48.0,91.0,12.5
2021-07-10 22:58:00,72.0,49.0,78.0,15.6
2021-07-09 22:46:23,71.0,47.0,79.0,11.0
2021-07-08 21:54:09,65.0,48.0,76.0,14.3
2021-07-07 23:42:42,87.0,45.0,83.0,17.6
2021-07-06 22:18:37,77.0,45.0,78.0,11.7
2021-07-05 22:48:31,88.0,45.0,81.0,11.1
2021-07-04 22:36:34,82.0,49.0,78.0,13.2
2021-07-03 22:57:50,55.0,53.0,70.0,10.3
2021-07-02 23:37:12,53.0,50.0,66.0,20.3
2021-07-01 22:29:29,78.0,50.0,76.0,12.3
2021-06-30 23:00:06,78.0,48.0,75.0,18.1
2021-06-29 23:49:31,63.0,50.0,68.0,16.5
2021-06-28 23:56:57,75.0,48.0,73.0,18.8
2021-06-27 23:28:23,40.0,50.0,57.0,11.3
2021-06-27 00:18:22,52.0,50.0,64.0,12.8
2021-06-26 01:32:11,47.0,51.0,65.0,7.2
2021-06-25 00:12:03,55.0,50.0,67.0,12.1
2021-06-23 22:46:32,65.0,48.0,71.0,17.5
2021-06-22 23:35:57,62.0,48.0,71.0,15.1
2021-06-21 22:34:20,92.0,47.0,85.0,18.2
2021-06-20 23:06:37,50.0,51.0,63.0,6.8
2021-06-19 22:35:35,27.0,59.0,62.0,14.8
2021-06-19 03:24:16,45.0,50.0,71.0,13.3
2021-06-17 22:51:54,60.0,50.0,76.0,12.4
2021-06-16 22:18:59,49.0,50.0,70.0,18.8
2021-06-15 22:28:05,48.0,53.0,70.0,11.8
2021-06-14 23:08:43,73.0,50.0,83.0,20.0
2021-06-13 22:24:46,86.0,46.0,86.0,18.1
2021-06-12 22:10:58,79.0,47.0,84.0,16.1
2021-06-11 22:57:28,82.0,47.0,83.0,14.5
2021-06-10 22:30:39,93.0,46.0,87.0,12.6
2021-06-09 21:57:02,78.0,49.0,79.0,9.8
2021-06-08 21:17:20,94.0,49.0,89.0,13.6
2021-06-07 22:01:32,88.0,50.0,83.0,12.4
2021-06-06 22:22:02,75.0,50.0,76.0,14.5
2021-06-05 22:54:26,67.0,50.0,72.0,6.8
2021-06-05 00:47:27,47.0,52.0,64.0,4.6
2021-06-04 00:05:30,56.0,50.0,71.0,14.7
2021-06-02 21:30:18,90.0,47.0,83.0,15.9
2021-06-02 00:00:06,81.0,47.0,80.0,11.2
2021-05-31 22:11:41,86.0,48.0,83.0,7.4
2021-05-30 23:03:26,45.0,50.0,64.0,10.0
2021-05-29 23:51:44,39.0,53.0,60.0,11.2
2021-05-29 00:51:35,40.0,51.0,63.0,11.9
2021-05-27 23:32:10,80.0,50.0,79.0,7.5
2021-05-26 22:42:53,66.0,50.0,74.0,13.1
2021-05-25 22:49:51,74.0,50.0,76.0,15.9
2021-05-24 22:10:57,85.0,47.0,79.0,10.7
2021-05-23 22:35:05,88.0,47.0,80.0,16.2
2021-05-22 23:09:52,74.0,48.0,75.0,12.3
2021-05-21 22:33:55,68.0,49.0,74.0,11.8
2021-05-20 22:10:34,59.0,51.0,73.0,15.1
2021-05-19 21:59:52,53.0,51.0,71.0,15.9
2021-05-18 22:48:02,45.0,46.0,65.0,17.2
2021-05-17 22:45:14,52.0,47.0,69.0,12.5
2021-05-16 22:31:54,70.0,49.0,80.0,15.1
2021-05-15 23:40:50,67.0,49.0,79.0,4.7
2021-05-14 23:09:12,76.0,50.0,79.0,13.0
2021-05-13 23:00:58,46.0,52.0,61.0,18.0
2021-05-12 23:03:57,88.0,51.0,89.0,12.3
2021-05-11 22:01:06,63.0,48.0,67.0,14.4
2021-05-10 22:15:33,93.0,47.0,95.0,13.4
2021-05-09 22:26:52,88.0,49.0,82.0,16.6
2021-05-08 23:32:33,37.0,52.0,53.0,5.4
2021-05-07 23:35:01,63.0,48.0,67.0,15.7
2021-05-06 22:34:56,42.0,49.0,56.0,14.2
2021-05-05 22:20:40,64.0,53.0,70.0,8.7
2021-05-04 21:47:47,43.0,50.0,58.0,16.6
2021-05-03 22:15:52,90.0,50.0,83.0,15.4
2021-05-02 22:47:52,89.0,45.0,79.0,15.3
2021-05-01 23:11:32,47.0,46.0,59.0,4.7
2021-04-30 23:38:54,61.0,50.0,67.0,6.9
2021-04-29 22:01:35,57.0,48.0,64.0,11.5
2021-04-28 22:11:58,66.0,47.0,68.0,11.9
2021-04-27 21:50:23,81.0,49.0,75.0,6.6
2021-04-26 22:09:31,46.0,51.0,62.0,18.0
2021-04-25 22:27:40,55.0,49.0,67.0,16.9
2021-04-25 01:16:27,46.0,49.0,65.0,6.2
2021-04-23 22:35:11,76.0,51.0,81.0,13.5
2021-04-22 22:17:02,66.0,52.0,75.0,18.0
2021-04-21 21:42:03,54.0,56.0,67.0,13.8
2021-04-20 21:31:42,61.0,54.0,70.0,17.1
2021-04-19 22:11:27,74.0,50.0,78.0,15.2
2021-04-18 21:38:49,95.0,50.0,97.0,15.8
2021-04-17 23:53:45,82.0,47.0,81.0,10.4
2021-04-17 00:36:58,85.0,47.0,78.0,11.3
2021-04-16 01:16:23,63.0,53.0,65.0,5.8
2021-04-14 22:44:35,95.0,49.0,86.0,10.3
2021-04-14 01:43:01,38.0,58.0,59.0,10.6
2021-04-13 01:17:32,31.0,56.0,50.0,11.4
2021-04-12 00:33:15,86.0,52.0,85.0,12.6
2021-04-10 23:11:04,43.0,53.0,59.0,8.1
2021-04-09 23:41:03,38.0,54.0,54.0,12.3
2021-04-08 22:11:21,59.0,50.0,67.0,15.2
2021-04-07 22:37:19,38.0,52.0,56.0,9.9
2021-04-06 19:38:29,70.0,50.0,67.0,17.3
2021-04-05 22:49:59,91.0,48.0,81.0,14.1
2021-04-04 22:18:36,72.0,48.0,71.0,16.4
2021-04-04 00:07:30,95.0,47.0,84.0,7.0
2021-04-02 23:14:44,54.0,48.0,63.0,5.4
2021-04-01 23:27:39,43.0,50.0,58.0,11.6
2021-03-31 22:46:56,75.0,50.0,72.0,14.6
2021-03-30 22:44:46,49.0,53.0,66.0,14.4
2021-03-29 22:41:41,59.0,51.0,67.0,19.3
2021-03-28 22:23:53,88.0,49.0,79.0,12.0
2021-03-27 23:00:06,88.0,49.0,80.0,9.4
2021-03-26 23:43:00,55.0,53.0,68.0,8.1
2021-03-25 22:50:42,51.0,52.0,65.0,16.7
2021-03-24 21:59:42,54.0,55.0,64.0,4.1
2021-03-23 22:21:17,86.0,52.0,77.0,14.0
2021-03-23 00:01:06,88.0,52.0,81.0,14.9
2021-03-21 21:00:20,84.0,50.0,72.0,17.3
2021-03-20 23:55:53,63.0,49.0,65.0,7.0
2021-03-20 01:59:57,82.0,51.0,75.0,6.6
2021-03-18 22:38:26,61.0,50.0,65.0,15.3
2021-03-17 22:06:15,57.0,51.0,63.0,10.9
2021-03-16 22:32:50,65.0,52.0,67.0,12.0
2021-03-15 23:31:36,60.0,52.0,68.0,16.4
2021-03-14 22:31:40,56.0,51.0,62.0,13.7
2021-03-13 23:30:31,51.0,52.0,62.0,8.2
2021-03-13 01:14:12,61.0,52.0,66.0,4.8
2021-03-11 22:33:47,94.0,50.0,83.0,17.2
2021-03-10 21:46:30,52.0,51.0,62.0,12.8
2021-03-10 00:15:49,50.0,50.0,61.0,12.9
2021-03-09 00:41:24,67.0,50.0,71.0,4.8
2021-03-07 23:34:00,93.0,48.0,85.0,17.7
2021-03-06 23:15:37,54.0,55.0,62.0,6.7
2021-03-05 23:19:13,54.0,53.0,62.0,11.9
2021-03-04 22:01:58,86.0,52.0,78.0,13.5
2021-03-03 22:48:30,57.0,49.0,62.0,15.2
2021-03-02 22:29:45,74.0,52.0,71.0,6.1
2021-03-01 20:39:58,83.0,49.0,76.0,16.8
2021-02-28 21:01:55,90.0,49.0,79.0,12.5
2021-02-27 23:33:27,34.0,53.0,51.0,10.2
2021-02-27 01:53:27,53.0,54.0,66.0,7.8
2021-02-25 22:41:36,67.0,51.0,69.0,18.6
2021-02-24 22:01:10,89.0,54.0,84.0,12.7
2021-02-23 22:04:38,52.0,49.0,65.0,18.0
2021-02-22 22:16:00,76.0,49.0,72.0,5.9
2021-02-21 23:33:02,67.0,51.0,70.0,16.6
2021-02-21 00:37:14,74.0,50.0,73.0,8.4
2021-02-20 00:47:22,65.0,52.0,71.0,7.2
2021-02-18 20:56:11,78.0,52.0,70.0,15.7
2021-02-17 21:16:32,65.0,52.0,65.0,9.4
2021-02-16 21:24:01,82.0,49.0,73.0,10.5
2021-02-15 21:31:52,93.0,50.0,84.0,14.6
2021-02-14 23:40:12,43.0,49.0,56.0,14.3
2021-02-13 23:37:34,85.0,50.0,77.0,5.8
2021-02-12 23:48:52,54.0,53.0,62.0,10.0
2021-02-11 21:42:09,50.0,51.0,58.0,17.3
2021-02-10 23:10:21,37.0,53.0,53.0,15.5
2021-02-09 22:31:59,69.0,49.0,69.0,14.8
2021-02-08 22:52:12,71.0,49.0,70.0,14.4
2021-02-07 22:59:42,76.0,49.0,70.0,6.5
2021-02-07 01:27:31,33.0,54.0,51.0,7.9
2021-02-06 00:33:04,50.0,52.0,64.0,8.9
2021-02-04 22:24:36,35.0,51.0,50.0,15.8
2021-02-03 21:18:52,52.0,49.0,65.0,11.3
2021-02-03 00:28:20,39.0,48.0,57.0,18.4
2021-02-01 22:32:46,69.0,47.0,75.0,7.5
2021-01-31 22:22:15,38.0,49.0,50.0,15.8
2021-01-30 23:05:54,64.0,45.0,71.0,5.0
2021-01-30 01:14:12,77.0,48.0,81.0,13.1
2021-01-28 22:19:34,62.0,51.0,70.0,6.5
2021-01-27 21:19:26,75.0,49.0,75.0,12.6
2021-01-26 22:32:35,60.0,48.0,78.0,15.8
2021-01-25 22:29:28,91.0,51.0,90.0,13.2
2021-01-24 22:33:26,65.0,50.0,71.0,14.7
2021-01-24 02:55:39,22.0,56.0,41.0,6.0
2021-01-22 23:24:19,75.0,54.0,78.0,8.1
2021-01-21 22:59:22,64.0,51.0,71.0,18.6
2021-01-20 22:44:03,82.0,52.0,82.0,5.6
2021-01-19 22:44:53,60.0,54.0,69.0,12.4
2021-01-18 22:47:51,56.0,51.0,65.0,17.4
2021-01-17 22:57:31,96.0,48.0,98.0,15.2
2021-01-17 00:23:10,78.0,51.0,77.0,6.1
2021-01-16 03:25:28,45.0,54.0,65.0,12.0
2021-01-14 23:31:04,26.0,55.0,46.0,6.9
2021-01-13 22:18:07,95.0,51.0,86.0,4.4
2021-01-12 22:44:28,92.0,50.0,73.0,12.0
2021-01-11 21:52:14,54.0,52.0,68.0,9.3
2021-01-10 23:49:07,71.0,48.0,76.0,15.7
2021-01-10 00:10:44,54.0,50.0,69.0,6.9
2021-01-09 01:07:55,58.0,49.0,69.0,5.7
