Cycle start time,Cycle end time,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2022-07-21 23:08:56,2022-07-22 23:27:15,71.0,47.0,87.0,19.1,3208.0,181.0,71.0,2022-07-21 23:08:56,2022-07-22 06:02:46,65.0,13.5,376.0,414.0,206.0,75.0,95.0,38.0,581.0,63.0,90.0,92.0
2022-07-20 23:00:43,2022-07-21 23:08:56,71.0,46.0,84.0,17.1,2623.0,180.0,68.0,2022-07-20 23:00:43,2022-07-21 06:09:28,73.0,13.6,390.0,428.0,192.0,62.0,136.0,38.0,533.0,60.0,91.0,87.0
2022-07-19 22:25:40,2022-07-20 23:00:43,86.0,44.0,86.0,7.4,1961.0,134.0,62.0,2022-07-19 22:25:40,2022-07-20 05:57:00,74.0,13.4,406.0,448.0,257.0,61.0,88.0,42.0,551.0,70.0,90.0,83.0
2022-07-18 23:29:33,2022-07-19 22:25:40,88.0,46.0,87.0,10.8,2067.0,169.0,65.0,2022-07-18 23:29:33,2022-07-19 06:14:45,70.0,13.4,367.0,405.0,168.0,76.0,123.0,38.0,526.0,51.0,91.0,78.0
2022-07-17 22:46:15,2022-07-18 23:29:33,95.0,46.0,92.0,8.7,2050.0,145.0,63.0,2022-07-17 22:46:15,2022-07-18 05:55:00,83.0,13.9,402.0,429.0,155.0,79.0,168.0,27.0,485.0,15.0,93.0,89.0
2022-07-16 21:52:50,2022-07-17 22:46:15,85.0,53.0,92.0,5.2,1855.0,122.0,61.0,2022-07-16 21:52:50,2022-07-17 07:14:18,95.0,15.0,518.0,561.0,231.0,101.0,186.0,43.0,547.0,56.0,92.0,84.0
2022-07-15 23:21:14,2022-07-16 21:52:50,41.0,56.0,63.0,13.1,2092.0,189.0,72.0,2022-07-15 23:21:14,2022-07-16 07:17:33,76.0,13.4,430.0,476.0,136.0,115.0,179.0,46.0,569.0,63.0,90.0,87.0
2022-07-14 23:03:53,2022-07-15 23:21:14,72.0,47.0,72.0,15.4,2966.0,157.0,69.0,2022-07-14 23:03:53,2022-07-15 06:58:42,79.0,13.2,430.0,474.0,215.0,89.0,126.0,44.0,545.0,51.0,92.0,90.0
2022-07-13 22:00:52,2022-07-14 23:03:53,55.0,51.0,67.0,13.6,2558.0,168.0,68.0,2022-07-13 22:00:52,2022-07-14 06:59:27,83.0,13.8,492.0,538.0,235.0,109.0,148.0,46.0,597.0,58.0,91.0,89.0
2022-07-12 22:48:54,2022-07-13 22:00:52,63.0,48.0,70.0,20.1,3846.0,180.0,77.0,2022-07-12 22:48:54,2022-07-13 06:44:56,75.0,13.4,437.0,475.0,222.0,90.0,125.0,38.0,582.0,60.0,92.0,93.0
2022-07-11 22:49:47,2022-07-12 22:48:54,57.0,48.0,68.0,17.6,2788.0,180.0,68.0,2022-07-11 22:49:47,2022-07-12 06:59:52,80.0,13.2,442.0,490.0,193.0,94.0,155.0,48.0,555.0,45.0,92.0,91.0
2022-07-10 22:08:24,2022-07-11 22:49:47,64.0,44.0,69.0,16.1,2870.0,174.0,70.0,2022-07-10 22:08:24,2022-07-11 06:28:17,85.0,13.2,447.0,500.0,213.0,95.0,139.0,53.0,528.0,56.0,91.0,86.0
2022-07-09 23:05:13,2022-07-10 22:08:24,80.0,45.0,76.0,7.2,1835.0,128.0,61.0,2022-07-09 23:05:13,2022-07-10 06:58:48,76.0,13.1,421.0,473.0,206.0,79.0,136.0,52.0,553.0,54.0,90.0,90.0
2022-07-08 22:56:28,2022-07-09 23:05:13,48.0,46.0,67.0,14.4,2408.0,182.0,63.0,2022-07-08 22:56:28,2022-07-09 07:00:00,82.0,13.4,442.0,483.0,173.0,97.0,172.0,41.0,542.0,72.0,92.0,87.0
2022-07-07 22:21:50,2022-07-08 22:56:28,88.0,43.0,81.0,5.4,1853.0,124.0,59.0,2022-07-07 22:21:50,2022-07-08 06:16:43,76.0,13.6,412.0,473.0,215.0,64.0,133.0,61.0,542.0,67.0,87.0,94.0
2022-07-06 22:47:42,2022-07-07 22:21:50,61.0,47.0,70.0,8.6,1970.0,158.0,61.0,2022-07-06 22:47:42,2022-07-07 06:20:00,71.0,13.6,395.0,452.0,178.0,87.0,130.0,57.0,553.0,65.0,88.0,93.0
2022-07-05 22:28:26,2022-07-06 22:47:42,52.0,50.0,68.0,12.3,2296.0,153.0,65.0,2022-07-05 22:28:26,2022-07-06 06:30:32,72.0,13.7,432.0,482.0,268.0,71.0,93.0,50.0,598.0,65.0,89.0,93.0
2022-07-04 22:42:20,2022-07-05 22:28:26,56.0,48.0,70.0,19.2,3154.0,177.0,70.0,2022-07-04 22:42:20,2022-07-05 06:06:56,72.0,13.5,402.0,444.0,167.0,80.0,155.0,42.0,558.0,60.0,91.0,91.0
2022-07-03 22:17:18,2022-07-04 22:42:20,84.0,48.0,81.0,14.1,2576.0,155.0,68.0,2022-07-03 22:17:18,2022-07-04 06:06:25,74.0,13.5,427.0,467.0,193.0,63.0,171.0,40.0,580.0,60.0,91.0,91.0
2022-07-02 22:49:20,2022-07-03 22:17:18,85.0,46.0,80.0,17.3,2776.0,184.0,69.0,2022-07-02 22:49:20,2022-07-03 06:29:48,74.0,13.2,412.0,460.0,203.0,97.0,112.0,48.0,554.0,45.0,89.0,87.0
2022-07-01 22:02:52,2022-07-02 22:49:20,95.0,47.0,85.0,15.9,2928.0,180.0,69.0,2022-07-01 22:02:52,2022-07-02 06:29:33,85.0,13.3,459.0,506.0,233.0,73.0,153.0,47.0,537.0,54.0,91.0,89.0
2022-06-30 21:43:08,2022-07-01 22:02:52,56.0,47.0,71.0,11.3,2207.0,153.0,64.0,2022-06-30 21:43:08,2022-07-01 06:07:20,82.0,13.4,439.0,502.0,206.0,82.0,151.0,63.0,538.0,66.0,87.0,88.0
2022-06-29 22:10:29,2022-06-30 21:43:08,52.0,48.0,71.0,6.9,1864.0,137.0,61.0,2022-06-29 22:10:29,2022-06-30 05:54:48,78.0,13.6,433.0,464.0,232.0,80.0,121.0,31.0,556.0,63.0,93.0,86.0
2022-06-28 22:27:45,2022-06-29 22:10:29,47.0,49.0,69.0,13.4,2481.0,165.0,72.0,2022-06-28 22:27:45,2022-06-29 06:06:22,73.0,13.4,422.0,457.0,190.0,71.0,161.0,35.0,575.0,48.0,92.0,80.0
2022-06-27 20:25:51,2022-06-28 22:27:45,55.0,48.0,74.0,18.4,3378.0,184.0,73.0,2022-06-27 20:25:51,2022-06-28 05:35:16,84.0,13.6,483.0,547.0,276.0,98.0,109.0,64.0,579.0,60.0,88.0,75.0
2022-06-26 21:23:09,2022-06-27 20:25:51,61.0,46.0,78.0,17.2,2718.0,177.0,68.0,2022-06-26 21:23:09,2022-06-27 06:04:40,80.0,13.5,459.0,521.0,215.0,88.0,156.0,62.0,577.0,60.0,89.0,78.0
2022-06-25 21:58:44,2022-06-26 21:23:09,83.0,44.0,83.0,17.0,2548.0,182.0,64.0,2022-06-25 21:58:44,2022-06-26 06:33:44,80.0,13.6,437.0,511.0,241.0,65.0,131.0,74.0,545.0,72.0,87.0,80.0
2022-06-24 22:50:45,2022-06-25 21:58:44,68.0,46.0,80.0,7.7,1889.0,147.0,61.0,2022-06-24 22:50:45,2022-06-25 06:29:32,69.0,13.4,407.0,459.0,150.0,89.0,168.0,52.0,590.0,116.0,90.0,70.0
2022-06-23 21:56:08,2022-06-24 22:50:45,55.0,47.0,82.0,7.8,2027.0,151.0,63.0,2022-06-23 21:56:08,2022-06-24 02:44:43,50.0,13.7,272.0,288.0,200.0,20.0,52.0,16.0,543.0,58.0,94.0,93.0
2022-06-22 22:18:35,2022-06-23 21:56:08,75.0,47.0,81.0,11.7,2209.0,166.0,65.0,2022-06-22 22:18:35,2022-06-23 06:07:20,75.0,13.6,433.0,466.0,167.0,87.0,179.0,33.0,575.0,57.0,92.0,90.0
2022-06-21 21:46:00,2022-06-22 22:18:35,74.0,48.0,80.0,17.1,2911.0,176.0,72.0,2022-06-21 21:46:00,2022-06-22 06:05:18,81.0,13.7,466.0,499.0,275.0,70.0,121.0,33.0,573.0,54.0,94.0,91.0
2022-06-20 21:31:14,2022-06-21 21:46:00,91.0,47.0,85.0,17.2,2797.0,185.0,67.0,2022-06-20 21:31:14,2022-06-21 05:45:00,82.0,13.4,463.0,491.0,205.0,85.0,173.0,28.0,567.0,60.0,95.0,86.0
2022-06-19 21:45:21,2022-06-20 21:31:14,92.0,45.0,84.0,15.6,2644.0,173.0,63.0,2022-06-19 21:45:21,2022-06-20 05:54:41,80.0,13.4,445.0,487.0,230.0,73.0,142.0,42.0,555.0,72.0,93.0,85.0
2022-06-18 22:27:56,2022-06-19 21:45:21,94.0,46.0,85.0,11.3,2113.0,163.0,63.0,2022-06-18 22:27:56,2022-06-19 06:20:46,76.0,13.4,434.0,473.0,187.0,98.0,149.0,39.0,574.0,81.0,92.0,89.0
2022-06-17 23:21:42,2022-06-18 22:27:56,82.0,49.0,78.0,13.2,2404.0,171.0,71.0,2022-06-17 23:21:42,2022-06-18 06:06:30,65.0,13.4,366.0,390.0,159.0,89.0,118.0,24.0,564.0,69.0,94.0,87.0
2022-06-16 22:13:12,2022-06-17 23:21:42,80.0,48.0,76.0,13.8,2621.0,156.0,72.0,2022-06-16 22:13:12,2022-06-17 06:05:03,77.0,13.5,424.0,471.0,220.0,97.0,107.0,47.0,550.0,74.0,89.0,90.0
2022-06-15 22:24:50,2022-06-16 22:13:12,49.0,49.0,67.0,8.7,1988.0,141.0,65.0,2022-06-15 22:24:50,2022-06-16 05:44:36,68.0,13.4,400.0,439.0,213.0,77.0,110.0,39.0,587.0,63.0,91.0,86.0
2022-06-14 23:04:20,2022-06-15 22:24:50,67.0,48.0,71.0,18.0,2980.0,174.0,76.0,2022-06-14 23:04:20,2022-06-15 06:04:26,73.0,13.4,395.0,419.0,246.0,47.0,102.0,24.0,543.0,69.0,94.0,80.0
2022-06-13 22:34:26,2022-06-14 23:04:20,80.0,47.0,75.0,8.2,2023.0,161.0,64.0,2022-06-13 22:34:26,2022-06-14 05:54:50,77.0,13.3,419.0,440.0,182.0,70.0,167.0,21.0,542.0,72.0,95.0,77.0
2022-06-12 22:49:17,2022-06-13 22:34:26,60.0,49.0,71.0,5.2,1793.0,133.0,61.0,2022-06-12 22:49:17,2022-06-13 06:34:37,76.0,13.4,419.0,465.0,189.0,78.0,152.0,46.0,549.0,72.0,91.0,74.0
2022-06-11 23:37:19,2022-06-12 22:49:17,81.0,46.0,79.0,9.2,2020.0,157.0,65.0,2022-06-11 23:37:19,2022-06-12 06:59:51,69.0,13.6,406.0,443.0,220.0,73.0,113.0,37.0,588.0,105.0,91.0,66.0
2022-06-11 01:59:21,2022-06-11 23:37:19,49.0,49.0,68.0,11.2,2002.0,154.0,68.0,2022-06-11 01:59:21,2022-06-11 08:10:10,55.0,13.5,336.0,368.0,116.0,67.0,153.0,32.0,606.0,86.0,91.0,47.0
2022-06-09 23:19:16,2022-06-11 01:59:21,52.0,49.0,68.0,17.3,3332.0,165.0,76.0,2022-06-09 23:19:16,2022-06-10 06:04:17,63.0,13.5,371.0,405.0,190.0,69.0,112.0,34.0,586.0,60.0,91.0,83.0
2022-06-08 22:59:31,2022-06-09 23:19:16,50.0,48.0,67.0,18.1,3430.0,175.0,77.0,2022-06-08 22:59:31,2022-06-09 06:06:06,74.0,13.6,385.0,426.0,187.0,80.0,118.0,41.0,521.0,51.0,92.0,76.0
2022-06-07 22:03:42,2022-06-08 22:59:31,77.0,49.0,79.0,5.2,1877.0,141.0,64.0,2022-06-07 22:03:42,2022-06-08 05:44:50,83.0,13.9,445.0,461.0,246.0,62.0,137.0,16.0,533.0,33.0,96.0,78.0
2022-06-06 21:45:36,2022-06-07 22:03:42,75.0,50.0,78.0,14.5,2503.0,199.0,69.0,2022-06-06 21:45:36,2022-06-07 06:07:42,89.0,13.8,462.0,502.0,207.0,108.0,147.0,40.0,520.0,42.0,92.0,70.0
2022-06-05 22:13:28,2022-06-06 21:45:36,94.0,49.0,92.0,9.8,2051.0,138.0,69.0,2022-06-05 22:13:28,2022-06-06 05:48:13,86.0,13.9,409.0,449.0,177.0,76.0,156.0,40.0,476.0,0.0,92.0,68.0
2022-06-04 21:58:21,2022-06-05 22:13:28,61.0,57.0,75.0,9.1,2032.0,150.0,69.0,2022-06-04 21:58:21,2022-06-05 09:22:53,100.0,15.1,596.0,684.0,345.0,123.0,128.0,88.0,578.0,36.0,87.0,62.0
2022-06-03 23:29:10,2022-06-04 21:58:21,74.0,49.0,77.0,20.7,5291.0,183.0,87.0,2022-06-03 23:29:10,2022-06-04 08:01:01,88.0,13.7,467.0,512.0,210.0,110.0,147.0,45.0,529.0,48.0,92.0,67.0
2022-06-02 21:57:48,2022-06-03 23:29:10,86.0,48.0,84.0,10.6,2240.0,145.0,69.0,2022-06-02 21:57:48,2022-06-03 06:16:01,84.0,14.0,469.0,497.0,219.0,95.0,155.0,28.0,556.0,70.0,94.0,69.0
2022-06-01 22:45:30,2022-06-02 21:57:48,90.0,50.0,85.0,12.0,2245.0,147.0,70.0,2022-06-01 22:45:30,2022-06-02 06:17:52,70.0,14.0,427.0,452.0,193.0,86.0,148.0,25.0,607.0,116.0,94.0,63.0
2022-06-01 02:35:10,2022-06-01 22:45:30,41.0,54.0,62.0,12.9,2151.0,161.0,71.0,2022-06-01 02:35:10,2022-06-01 08:04:22,50.0,13.9,299.0,328.0,182.0,48.0,69.0,29.0,594.0,60.0,92.0,45.0
2022-05-30 22:29:17,2022-06-01 02:35:10,80.0,49.0,77.0,19.3,3901.0,178.0,77.0,2022-05-30 22:29:17,2022-05-31 06:15:33,80.0,13.7,421.0,449.0,183.0,91.0,147.0,28.0,525.0,45.0,96.0,80.0
2022-05-29 21:41:00,2022-05-30 22:29:17,82.0,48.0,76.0,10.4,2199.0,157.0,67.0,2022-05-29 21:41:00,2022-05-30 06:05:04,85.0,13.4,445.0,504.0,205.0,116.0,124.0,59.0,521.0,45.0,88.0,64.0
2022-05-28 23:46:03,2022-05-29 21:41:00,92.0,48.0,81.0,8.9,1865.0,147.0,65.0,2022-05-28 23:46:03,2022-05-29 08:05:37,85.0,13.7,453.0,494.0,222.0,77.0,154.0,41.0,530.0,58.0,92.0,63.0
2022-05-27 22:41:14,2022-05-28 23:46:03,39.0,51.0,55.0,6.6,1942.0,141.0,64.0,2022-05-27 22:41:14,2022-05-28 06:00:24,75.0,13.9,413.0,438.0,162.0,84.0,167.0,25.0,547.0,60.0,94.0,90.0
2022-05-26 21:56:51,2022-05-27 22:41:14,72.0,51.0,71.0,12.1,2406.0,147.0,69.0,2022-05-26 21:56:51,2022-05-27 05:58:32,80.0,14.0,434.0,477.0,242.0,70.0,122.0,43.0,545.0,60.0,91.0,95.0
2022-05-25 22:05:01,2022-05-26 21:56:51,59.0,50.0,68.0,11.5,2179.0,175.0,67.0,2022-05-25 22:05:01,2022-05-26 06:16:48,74.0,13.5,435.0,491.0,189.0,108.0,138.0,56.0,585.0,60.0,90.0,94.0
2022-05-24 22:36:19,2022-05-25 22:05:01,92.0,46.0,81.0,18.0,3081.0,176.0,71.0,2022-05-24 22:36:19,2022-05-25 06:16:20,74.0,13.4,422.0,460.0,174.0,90.0,158.0,38.0,567.0,60.0,93.0,90.0
2022-05-23 22:03:58,2022-05-24 22:36:19,86.0,47.0,77.0,15.5,2849.0,162.0,69.0,2022-05-23 22:03:58,2022-05-24 06:05:24,80.0,13.7,432.0,481.0,246.0,71.0,115.0,49.0,539.0,51.0,92.0,92.0
2022-05-22 21:53:09,2022-05-23 22:03:58,56.0,49.0,66.0,12.4,2372.0,173.0,66.0,2022-05-22 21:53:09,2022-05-23 06:08:05,83.0,13.5,467.0,491.0,261.0,92.0,114.0,24.0,562.0,57.0,95.0,89.0
2022-05-21 22:01:06,2022-05-22 21:53:09,44.0,50.0,60.0,15.3,2709.0,172.0,71.0,2022-05-21 22:01:06,2022-05-22 06:35:59,81.0,13.7,481.0,514.0,230.0,91.0,160.0,33.0,594.0,60.0,93.0,88.0
2022-05-20 22:27:07,2022-05-21 22:01:06,81.0,47.0,76.0,19.4,3809.0,163.0,76.0,2022-05-20 22:27:07,2022-05-21 06:31:21,80.0,13.6,433.0,483.0,243.0,76.0,114.0,50.0,543.0,72.0,91.0,86.0
2022-05-19 22:59:06,2022-05-20 22:27:07,49.0,49.0,66.0,5.9,1798.0,160.0,64.0,2022-05-19 22:59:06,2022-05-20 06:13:58,69.0,13.8,392.0,434.0,178.0,70.0,144.0,42.0,568.0,70.0,93.0,81.0
2022-05-18 22:07:56,2022-05-19 22:59:06,71.0,49.0,73.0,14.2,2666.0,162.0,71.0,2022-05-18 22:07:56,2022-05-19 05:07:42,70.0,13.6,388.0,419.0,167.0,78.0,143.0,31.0,554.0,66.0,94.0,90.0
2022-05-17 21:36:19,2022-05-18 22:07:56,83.0,49.0,72.0,12.4,2340.0,162.0,66.0,2022-05-17 21:36:19,2022-05-18 06:14:39,78.0,13.5,473.0,518.0,187.0,101.0,185.0,45.0,607.0,77.0,92.0,88.0
2022-05-16 21:49:36,2022-05-17 21:36:19,88.0,46.0,78.0,18.7,3292.0,180.0,70.0,2022-05-16 21:49:36,2022-05-17 06:19:41,67.0,13.6,464.0,509.0,235.0,78.0,151.0,45.0,688.0,189.0,91.0,86.0
2022-05-15 23:37:51,2022-05-16 21:49:36,59.0,46.0,75.0,14.4,2444.0,170.0,72.0,2022-05-15 23:37:51,2022-05-16 06:05:23,19.0,13.7,101.0,387.0,29.0,3.0,69.0,286.0,528.0,42.0,27.0,69.0
2022-05-14 21:47:16,2022-05-15 23:37:51,87.0,49.0,76.0,12.0,2440.0,153.0,64.0,2022-05-14 21:47:16,2022-05-15 06:28:38,86.0,13.5,476.0,521.0,256.0,97.0,123.0,45.0,555.0,30.0,94.0,84.0
2022-05-13 21:51:28,2022-05-14 21:47:16,91.0,46.0,76.0,18.1,3235.0,165.0,70.0,2022-05-13 21:51:28,2022-05-14 05:43:47,90.0,13.3,429.0,472.0,194.0,99.0,136.0,43.0,478.0,0.0,91.0,82.0
2022-05-12 20:31:37,2022-05-13 21:51:28,85.0,49.0,72.0,9.7,2171.0,154.0,67.0,2022-05-12 20:31:37,2022-05-13 06:15:06,100.0,13.8,511.0,583.0,260.0,95.0,156.0,72.0,503.0,21.0,87.0,81.0
2022-05-11 20:20:05,2022-05-12 20:31:37,26.0,57.0,55.0,10.9,2187.0,156.0,68.0,2022-05-11 20:20:05,2022-05-12 05:45:46,93.0,15.4,508.0,565.0,341.0,76.0,91.0,57.0,547.0,63.0,89.0,66.0
2022-05-10 21:32:30,2022-05-11 20:20:05,49.0,49.0,60.0,11.4,2143.0,155.0,68.0,2022-05-10 21:32:30,2022-05-11 05:54:02,79.0,13.7,470.0,501.0,217.0,92.0,161.0,31.0,593.0,90.0,95.0,67.0
2022-05-09 22:28:52,2022-05-10 21:32:30,38.0,52.0,58.0,14.9,2630.0,164.0,70.0,2022-05-09 22:28:52,2022-05-10 06:03:37,70.0,13.6,432.0,455.0,193.0,105.0,134.0,23.0,616.0,77.0,95.0,67.0
2022-05-08 22:58:52,2022-05-09 22:28:52,56.0,46.0,67.0,20.2,3810.0,185.0,73.0,2022-05-08 22:58:52,2022-05-09 06:02:56,67.0,13.2,398.0,424.0,140.0,85.0,173.0,26.0,590.0,116.0,94.0,55.0
2022-05-08 03:23:33,2022-05-08 22:58:52,48.0,47.0,67.0,7.8,1631.0,146.0,65.0,2022-05-08 03:23:33,2022-05-08 08:18:11,50.0,12.9,281.0,294.0,154.0,50.0,77.0,13.0,563.0,67.0,95.0,34.0
2022-05-06 23:01:26,2022-05-08 03:23:33,48.0,48.0,65.0,13.8,2898.0,162.0,71.0,2022-05-06 23:01:26,2022-05-07 06:28:54,71.0,13.4,409.0,447.0,181.0,87.0,141.0,38.0,577.0,60.0,91.0,81.0
2022-05-05 21:29:58,2022-05-06 23:01:26,60.0,51.0,73.0,16.9,3110.0,162.0,72.0,2022-05-05 21:29:58,2022-05-06 05:54:36,80.0,13.4,466.0,504.0,190.0,112.0,164.0,38.0,581.0,81.0,93.0,87.0
2022-05-04 22:19:57,2022-05-05 21:29:58,54.0,49.0,71.0,14.4,2679.0,154.0,70.0,2022-05-04 22:19:57,2022-05-05 05:54:27,73.0,13.4,428.0,454.0,167.0,96.0,165.0,26.0,588.0,67.0,94.0,92.0
2022-05-03 22:13:30,2022-05-04 22:19:57,88.0,46.0,80.0,17.3,3062.0,180.0,69.0,2022-05-03 22:13:30,2022-05-04 05:53:43,71.0,13.3,413.0,460.0,185.0,100.0,128.0,47.0,584.0,74.0,92.0,87.0
2022-05-02 22:56:03,2022-05-03 22:13:30,65.0,48.0,75.0,15.9,2939.0,176.0,71.0,2022-05-02 22:56:03,2022-05-03 05:53:50,68.0,13.3,388.0,417.0,161.0,109.0,118.0,29.0,573.0,51.0,92.0,84.0
2022-05-01 21:55:35,2022-05-02 22:56:03,80.0,46.0,79.0,17.5,3092.0,178.0,67.0,2022-05-01 21:55:35,2022-05-02 06:16:47,83.0,13.1,479.0,501.0,213.0,66.0,200.0,22.0,579.0,51.0,96.0,84.0
2022-04-30 22:10:30,2022-05-01 21:55:35,86.0,46.0,80.0,18.5,3451.0,173.0,72.0,2022-04-30 22:10:30,2022-05-01 06:29:46,83.0,13.3,473.0,499.0,181.0,100.0,192.0,26.0,572.0,98.0,94.0,82.0
2022-04-30 00:19:54,2022-04-30 22:10:30,75.0,48.0,77.0,7.9,1801.0,151.0,64.0,2022-04-30 00:19:54,2022-04-30 06:28:46,58.0,13.0,359.0,369.0,181.0,72.0,106.0,10.0,620.0,88.0,98.0,69.0
2022-04-28 22:12:01,2022-04-30 00:19:54,75.0,47.0,75.0,18.9,3737.0,168.0,72.0,2022-04-28 22:12:01,2022-04-29 04:59:56,62.0,13.4,358.0,408.0,178.0,83.0,97.0,50.0,574.0,72.0,89.0,94.0
2022-04-27 22:23:30,2022-04-28 22:12:01,85.0,46.0,77.0,14.8,2687.0,161.0,70.0,2022-04-27 22:23:30,2022-04-28 06:06:31,76.0,13.4,423.0,463.0,215.0,81.0,127.0,40.0,558.0,72.0,91.0,95.0
2022-04-26 22:30:41,2022-04-27 22:23:30,92.0,47.0,83.0,11.9,2312.0,153.0,67.0,2022-04-26 22:30:41,2022-04-27 06:15:36,69.0,13.4,412.0,462.0,204.0,78.0,130.0,50.0,594.0,72.0,92.0,95.0
2022-04-25 22:34:06,2022-04-26 22:30:41,60.0,48.0,68.0,17.6,2996.0,181.0,70.0,2022-04-25 22:34:06,2022-04-26 06:18:58,69.0,13.3,409.0,465.0,218.0,78.0,113.0,56.0,597.0,69.0,87.0,92.0
2022-04-24 22:13:40,2022-04-25 22:34:06,74.0,47.0,71.0,18.4,3277.0,188.0,70.0,2022-04-24 22:13:40,2022-04-25 06:16:02,77.0,13.4,427.0,481.0,200.0,86.0,141.0,54.0,555.0,70.0,89.0,88.0
2022-04-23 23:09:25,2022-04-24 22:13:40,68.0,49.0,68.0,11.7,2218.0,148.0,65.0,2022-04-23 23:09:25,2022-04-24 06:39:27,70.0,13.3,426.0,450.0,189.0,94.0,143.0,24.0,605.0,75.0,94.0,93.0
2022-04-22 22:29:52,2022-04-23 23:09:25,77.0,46.0,72.0,18.7,3300.0,172.0,70.0,2022-04-22 22:29:52,2022-04-23 06:22:32,75.0,13.4,418.0,472.0,188.0,72.0,158.0,54.0,559.0,86.0,89.0,90.0
2022-04-21 23:06:03,2022-04-22 22:29:52,66.0,52.0,71.0,7.4,1889.0,149.0,63.0,2022-04-21 23:06:03,2022-04-22 06:33:31,63.0,13.7,395.0,447.0,174.0,79.0,142.0,52.0,623.0,84.0,90.0,90.0
2022-04-20 23:08:25,2022-04-21 23:06:03,62.0,48.0,65.0,20.1,3966.0,183.0,75.0,2022-04-20 23:08:25,2022-04-21 06:34:23,72.0,13.4,408.0,446.0,198.0,74.0,136.0,38.0,570.0,79.0,92.0,83.0
2022-04-19 22:47:45,2022-04-20 23:08:25,39.0,51.0,57.0,12.9,2333.0,161.0,66.0,2022-04-19 22:47:45,2022-04-20 05:59:14,66.0,13.6,392.0,431.0,167.0,107.0,118.0,39.0,590.0,78.0,93.0,85.0
2022-04-18 21:59:43,2022-04-19 22:47:45,27.0,53.0,51.0,16.2,3145.0,171.0,74.0,2022-04-18 21:59:43,2022-04-19 05:56:21,74.0,13.6,438.0,475.0,206.0,101.0,131.0,37.0,594.0,72.0,94.0,84.0
2022-04-17 22:09:46,2022-04-18 21:59:43,51.0,47.0,66.0,17.6,3002.0,164.0,69.0,2022-04-17 22:09:46,2022-04-18 06:08:07,76.0,13.1,442.0,478.0,137.0,155.0,150.0,36.0,584.0,95.0,92.0,81.0
2022-04-17 00:42:05,2022-04-17 22:09:46,46.0,47.0,65.0,12.3,2173.0,148.0,68.0,2022-04-17 00:42:05,2022-04-17 06:30:42,59.0,13.4,313.0,346.0,123.0,75.0,115.0,33.0,535.0,60.0,92.0,72.0
2022-04-15 22:31:31,2022-04-17 00:42:05,47.0,49.0,67.0,8.3,2143.0,155.0,63.0,2022-04-15 22:31:31,2022-04-16 06:15:19,74.0,13.2,429.0,463.0,226.0,99.0,104.0,34.0,577.0,67.0,94.0,94.0
2022-04-14 22:48:58,2022-04-15 22:31:31,87.0,47.0,80.0,15.8,2923.0,167.0,73.0,2022-04-14 22:48:58,2022-04-15 06:05:36,71.0,13.5,399.0,436.0,185.0,110.0,104.0,37.0,561.0,63.0,91.0,91.0
2022-04-13 22:31:19,2022-04-14 22:48:58,89.0,47.0,80.0,14.2,2646.0,170.0,68.0,2022-04-13 22:31:19,2022-04-14 06:04:19,79.0,13.1,428.0,453.0,210.0,63.0,155.0,25.0,544.0,48.0,94.0,92.0
2022-04-12 21:57:50,2022-04-13 22:31:19,72.0,48.0,73.0,13.8,2512.0,194.0,64.0,2022-04-12 21:57:50,2022-04-13 06:23:14,84.0,13.6,478.0,503.0,185.0,123.0,170.0,25.0,572.0,72.0,95.0,87.0
2022-04-11 22:31:16,2022-04-12 21:57:50,70.0,48.0,73.0,14.4,2600.0,174.0,67.0,2022-04-11 22:31:16,2022-04-12 05:54:12,69.0,13.4,392.0,443.0,164.0,91.0,137.0,51.0,572.0,65.0,90.0,90.0
2022-04-10 22:26:16,2022-04-11 22:31:16,82.0,47.0,77.0,15.4,2841.0,168.0,68.0,2022-04-10 22:26:16,2022-04-11 05:53:53,72.0,13.2,421.0,447.0,169.0,109.0,143.0,26.0,589.0,65.0,94.0,91.0
2022-04-09 22:54:33,2022-04-10 22:26:16,53.0,49.0,68.0,17.8,3000.0,172.0,69.0,2022-04-09 22:54:33,2022-04-10 06:28:40,72.0,13.2,421.0,454.0,154.0,101.0,166.0,33.0,584.0,63.0,92.0,91.0
2022-04-08 22:53:42,2022-04-09 22:54:33,72.0,48.0,75.0,17.4,3220.0,186.0,74.0,2022-04-08 22:53:42,2022-04-09 06:28:51,73.0,13.4,412.0,455.0,156.0,79.0,177.0,43.0,561.0,48.0,90.0,86.0
2022-04-07 21:53:09,2022-04-08 22:53:42,57.0,47.0,71.0,16.3,3136.0,167.0,71.0,2022-04-07 21:53:09,2022-04-08 06:06:13,84.0,13.3,456.0,492.0,207.0,115.0,134.0,36.0,542.0,67.0,93.0,91.0
